n;id;titulo;canal;enlace;fecha;anyo;mes;tipo
262;emmXWi4iAW4;"The Halal Guys&#39; Chicken And Gyro Platter Is NYC’s Most Legendary Street Food  -  Legendary Eats";Insider Food;https://www.youtube.com/watch?v=emmXWi4iAW4;2020-06-10T20:00:05Z;2020;6;Comida
263;fP2WUnBjmkk;Why Real Saffron Is So Expensive  -  So Expensive;Insider Business;https://www.youtube.com/watch?v=fP2WUnBjmkk;2020-06-27T15:00:08Z;2020;6;Documentales
264;jpmJC4qBILs;Каспийское море  -  Природа Ближнего Востока  -  Discovery;Discovery Channel Россия;https://www.youtube.com/watch?v=jpmJC4qBILs;2020-06-21T19:00:12Z;2020;6;Documentales
265;c_erjcMFT1M;10 Street Foods UNDER $1 in Saigon, Vietnam!!! Street Food Dollar Menu 2!!;Best Ever Food Review Show;https://www.youtube.com/watch?v=c_erjcMFT1M;2020-06-24T12:26:04Z;2020;6;Comida
266;Thu3arsUWn4;Top 7 Extinct Disney World Secrets;TPMvids;https://www.youtube.com/watch?v=Thu3arsUWn4;2020-06-14T18:15:11Z;2020;6;Documentales
267;6C3zYe9mO_U;"Five Noodles You&#39;ve NEVER Seen!!! Asia&#39;s Best Street Food!!";Best Ever Food Review Show;https://www.youtube.com/watch?v=6C3zYe9mO_U;2020-06-14T12:25:56Z;2020;6;Comida
268;ffgZP-ZKKtI;How French Baguettes Are Made In Paris  -  Regional Eats  -  Insider Food;Insider Food;https://www.youtube.com/watch?v=ffgZP-ZKKtI;2020-06-11T16:00:19Z;2020;6;Comida
269;QoISYHup7hQ;"The Sahara Desert&#39;s Dangerous Railway";TRACKS - Travel Documentaries;https://www.youtube.com/watch?v=QoISYHup7hQ;2020-06-27T19:00:02Z;2020;6;Documentales
270;RTJP0i6zxnU;Vueling - Es el momento de levantar el vuelo;Vueling;https://www.youtube.com/watch?v=RTJP0i6zxnU;2020-06-29T07:13:42Z;2020;6;Viaje
271;2n7mK3dYOLw;Venezuela / Most Dangerous City on Planet / How People Live;Anton is here;https://www.youtube.com/watch?v=2n7mK3dYOLw;2020-07-31T12:48:43Z;2020;7;Viaje
272;nNrjWlC2MvI;10 स्थान जो वास्तविक नहीं लगते हैं  -  Mysterious Places on Earth;Top 10 Hindi;https://www.youtube.com/watch?v=nNrjWlC2MvI;2020-07-07T13:30:04Z;2020;7;Documentales
273;nP2vtDLTAgM;"The Truth Behind Italy&#39;s $1 Homes";Insider Business;https://www.youtube.com/watch?v=nP2vtDLTAgM;2020-07-30T21:29:33Z;2020;7;Documentales
274;qzGOkg5BYQY;She Escaped North Korea (to America). Crazy Story.;Drew Binsky;https://www.youtube.com/watch?v=qzGOkg5BYQY;2020-07-14T17:00:12Z;2020;7;Viaje
275;XFiQWzU5wSQ;"Virtual Viewing: Disney Cruise Line’s &#39;Tangled: The Musical&#39;  -  #DisneyMagicMoments";Disney Parks;https://www.youtube.com/watch?v=XFiQWzU5wSQ;2020-07-24T23:03:55Z;2020;7;Entretenimiento
276;Wxdj970RM7M;The Most Iconic Food In Every State  -  50 State Favorites;Insider Food;https://www.youtube.com/watch?v=Wxdj970RM7M;2020-07-04T20:00:03Z;2020;7;Comida
277;X3oxAVgoAsk;"Eating Asia&#39;s MOST VENOMOUS FISH!!! $4 Fish Vs $134 Fish!!";Best Ever Food Review Show;https://www.youtube.com/watch?v=X3oxAVgoAsk;2020-07-19T12:26:41Z;2020;7;Comida
278;YfWoYF2Kfg8;Making a Basket from PINE NEEDLES  -  Start to Finish Project;Wild She Goes;https://www.youtube.com/watch?v=YfWoYF2Kfg8;2020-07-16T14:45:03Z;2020;7;Artesanía
279;J46BmbWp_lM;"Inside India&#39;s most iconic hotel, Taj Lake Palace (Udaipur): full tour";the Luxury Travel Expert;https://www.youtube.com/watch?v=J46BmbWp_lM;2020-07-18T08:00:04Z;2020;7;Viaje
280;WDFB_AoSWD4;Автодом НИВА — хоть сейчас в отпуск!;808;https://www.youtube.com/watch?v=WDFB_AoSWD4;2020-07-24T13:34:17Z;2020;7;Viaje
281;0nZuYyXET3s;"Dubai&#39;s Crazy Underwater Train and Other Things #Only in Dubai";Destination Tips;https://www.youtube.com/watch?v=0nZuYyXET3s;2020-07-14T13:00:00Z;2020;7;Viaje
282;8qtMHgXM-7I;BOAT TOUR: The Modern Interior of our 50 yr old DREAM YACHT — Sailing Uma [Step 225];Sailing Uma;https://www.youtube.com/watch?v=8qtMHgXM-7I;2020-07-09T12:06:29Z;2020;7;Viaje
283;BHdIQy00_p4;10 Best Places to Visit in Canada - Travel Video;touropia;https://www.youtube.com/watch?v=BHdIQy00_p4;2020-07-07T18:31:36Z;2020;7;Viaje
284;Y0nI-MwvQ1Q;Roasting 25 OYSTER FLAVORS!! Extreme BBQ Tour in Vietnam!!;Best Ever Food Review Show;https://www.youtube.com/watch?v=Y0nI-MwvQ1Q;2020-07-01T12:28:09Z;2020;7;Comida
285;0DMSRq4ELQA;Exploring Singapore ⁠— Little India;VisitSingapore;https://www.youtube.com/watch?v=0DMSRq4ELQA;2020-07-22T10:00:01Z;2020;7;Viaje
286;3pfhUeLMnsM;Taiwanese Egg Fried Rice / 台式蛋炒飯 - Wok Skills in Taiwan;Terry Films;https://www.youtube.com/watch?v=3pfhUeLMnsM;2020-08-12T09:00:03Z;2020;8;Comida
287;7yFCRvcKE-s;redBus #JourneyForDreams  -  62 Sec (Telugu);redBus;https://www.youtube.com/watch?v=7yFCRvcKE-s;2020-08-02T09:38:12Z;2020;8;Viaje
288;cQWET-A7FQc;"World Famous CHAMPARAN MEAT CURRY aka Ahuna/Handi Meat - Story, recipe &amp; tasting";Delhi Food Walks;https://www.youtube.com/watch?v=cQWET-A7FQc;2020-08-08T15:30:02Z;2020;8;Comida
289;6Xf858oNEak;Chicago’s Famous Cake Shake Is A Portillo’s Staple  -  Legendary Eats  -  Food Insider;Insider Food;https://www.youtube.com/watch?v=6Xf858oNEak;2020-08-11T16:00:01Z;2020;8;Comida
290;C8U23AS1irY;29 Types Of Bread Around The World  -  Around The World  -  Food Insider;Insider Food;https://www.youtube.com/watch?v=C8U23AS1irY;2020-08-22T16:00:04Z;2020;8;Comida
291;nJPZDRVnlXY;The most emotional moments of wildlife filmmakers;Free High-Quality Documentaries;https://www.youtube.com/watch?v=nJPZDRVnlXY;2020-08-14T18:33:33Z;2020;8;Documentales
292;riZWEoGKyuU;Venice, Italy Canal Tour - Beautiful Scenery;Prowalk Tours;https://www.youtube.com/watch?v=riZWEoGKyuU;2020-08-22T13:00:04Z;2020;8;Viaje
293;9ebYlay7WkE;"Top 10 Disney Fails, Ride Breakdowns &amp; Malfunctions Pt 3 Walt Disney World &amp; Disneyland";TPMvids;https://www.youtube.com/watch?v=9ebYlay7WkE;2020-08-16T18:00:10Z;2020;8;Entretenimiento
294;kng_XD8qbwo;Day in the Life of a Japanese Space Engineer;Paolo fromTOKYO;https://www.youtube.com/watch?v=kng_XD8qbwo;2020-08-21T23:59:06Z;2020;8;Viaje
295;C4it1Dzwvi8;Barcelona Beach Walk at Platja de Les Barques Montgat;Onel's Travel Walker;https://www.youtube.com/watch?v=C4it1Dzwvi8;2020-08-18T10:45:55Z;2020;8;Viaje
296;l2bcXMObUg4;Deadliest Journeys - Peru: Vertigo In The Andes;Best Documentary;https://www.youtube.com/watch?v=l2bcXMObUg4;2020-08-16T00:00:10Z;2020;8;Documentales
297;RLn7d6YdMys;Greenland - The Largest Island in the World;Free High-Quality Documentaries;https://www.youtube.com/watch?v=RLn7d6YdMys;2020-08-28T13:11:23Z;2020;8;Documentales
298;GfSvEuyIKUI;PATIALA Food Tour  -  Tasty CHANA KULCHA + Best Paneer Pakoda + FORMULA Chai + Patiala PEG;Delhi Food Walks;https://www.youtube.com/watch?v=GfSvEuyIKUI;2020-08-29T15:39:08Z;2020;8;Comida
299;tc_BcGTRqL8;Borneo: The Jungle Convoy  -  Deadliest Journeys;Best Documentary;https://www.youtube.com/watch?v=tc_BcGTRqL8;2020-08-08T00:00:09Z;2020;8;Documentales
300;FdYiNdI2kPE;"Staying at a Traditional Japanese Inn  -  Ryokan &amp; Onsen Etiquette  -  japan-guide.com";japan-guide.com;https://www.youtube.com/watch?v=FdYiNdI2kPE;2020-08-18T20:00:01Z;2020;8;Viaje
301;VfDn7AenQkI;#FomeDeBigMac;McDonald's Brasil;https://www.youtube.com/watch?v=VfDn7AenQkI;2020-09-01T13:41:09Z;2020;9;Comida
302;uEgw2p8J0ZA;ETIHAD AIRBUS A380 Takeoff Abu Dhabi  -  Flight Deck GoPro View;Just Planes;https://www.youtube.com/watch?v=uEgw2p8J0ZA;2020-09-20T13:00:11Z;2020;9;Viaje
303;s3646uo0Ruw;The Fascinating World of Deep Mountain Lakes;Free High-Quality Documentaries;https://www.youtube.com/watch?v=s3646uo0Ruw;2020-09-14T13:38:18Z;2020;9;Documentales
304;HObPSeLxmu0;Day in the Life of a Japanese Butcher Shop Owner;Paolo fromTOKYO;https://www.youtube.com/watch?v=HObPSeLxmu0;2020-09-25T23:59:46Z;2020;9;Viaje
305;u6adZnsl3cg;Discover Jetex;Jetex;https://www.youtube.com/watch?v=u6adZnsl3cg;2020-09-01T08:01:24Z;2020;9;Viaje
306;c0xMhLmOXx8;Strawberry Souffle Pancake with Whipped Cream - Korean dessert;Yummy Yammy;https://www.youtube.com/watch?v=c0xMhLmOXx8;2020-09-11T12:37:10Z;2020;9;Comida
307;d_0v6ROY6a0;수제반죽 슈크림 과일 와플 / Fruit Cream Waffles - Korean Street Food;야미보이 Yummyboy;https://www.youtube.com/watch?v=d_0v6ROY6a0;2020-09-19T13:00:08Z;2020;9;Comida
308;m7guQ7LUVzE;Vacaciones FamilyTube en Torazo Asturias;FamilyTube;https://www.youtube.com/watch?v=m7guQ7LUVzE;2020-09-12T18:00:09Z;2020;9;Viaje
309;OuF19EAP9E0;Coca-Cola is Killing Thousands in This Mexican Town;Drew Binsky;https://www.youtube.com/watch?v=OuF19EAP9E0;2020-09-05T18:12:36Z;2020;9;Viaje
310;oam0XbTFkyo;$10 Snail VS $120 Snail!!! Rare GIANT Seafood in Asia!!;Best Ever Food Review Show;https://www.youtube.com/watch?v=oam0XbTFkyo;2020-09-20T12:26:20Z;2020;9;Comida
311;741mR6oytes;핀란드의 군사 도시, 하미나에서 일으킨 돌풍! 국방부 전통악대 (KBS_2018.09.29 방송);KBS여행 걸어서 세계속으로;https://www.youtube.com/watch?v=741mR6oytes;2020-09-29T08:00:12Z;2020;9;Viaje
312;QZ94pRB8obU;BABY SWIM LESSONS - The Ultimate Routine to Help Our 2 YR OLD Swim and Deep Dive Underwater;The Bucket List Family;https://www.youtube.com/watch?v=QZ94pRB8obU;2020-09-06T15:00:10Z;2020;9;Viaje
313;kgC1zDCeI2g;"US vs UK Domino&#39;s  -  Food Wars";Insider Food;https://www.youtube.com/watch?v=kgC1zDCeI2g;2020-09-06T16:00:16Z;2020;9;Comida
314;qn4d5SXtxoM;How Fries Are Enjoyed Around The World  -  Insider Food;Insider Food;https://www.youtube.com/watch?v=qn4d5SXtxoM;2020-09-05T16:00:10Z;2020;9;Comida
315;8KGXSjtS5pk;🔴 World  Live Cam - Live Webcam around the World;I Love You Venice;https://www.youtube.com/watch?v=8KGXSjtS5pk;2020-09-29T09:00:04Z;2020;9;Viaje
316;A2hZcoYRUPU;Amazing Skills of Blowfish Toxic Cleaning and Fried Blowfish - Korean Food [ASMR];딜라이트 Delight;https://www.youtube.com/watch?v=A2hZcoYRUPU;2020-10-25T03:00:04Z;2020;10;Comida
317;QdLe9XgUYRg;airasia.com - the Asean super app for everyone;airasia Superapp;https://www.youtube.com/watch?v=QdLe9XgUYRg;2020-10-08T02:00:07Z;2020;10;Viaje
318;fzVNdSVmxB0;А man who was inside Chernobyl reactor.;Anton somewhere;https://www.youtube.com/watch?v=fzVNdSVmxB0;2020-10-12T15:59:26Z;2020;10;Viaje
319;7lvXbfNBIQg;25 Most Beautiful Destinations in Europe - Travel Video;touropia;https://www.youtube.com/watch?v=7lvXbfNBIQg;2020-10-15T12:37:17Z;2020;10;Viaje
320;xMa7EGVRiak;US vs UK Subway  -  Food Wars;Insider Food;https://www.youtube.com/watch?v=xMa7EGVRiak;2020-10-18T16:00:14Z;2020;10;Comida
321;0CsZN_Mtyc8;How Tomato Sauce Is Made In Italy  -  Regional Eats  -  Food Insider;Insider Food;https://www.youtube.com/watch?v=0CsZN_Mtyc8;2020-10-20T16:00:00Z;2020;10;Comida
322;xsD21zBb73o;Blenheim Cam Sponsored by Shoe Centre Dawlish - Live UK Beach Cam Devon;Dawlish Beach Cams;https://www.youtube.com/watch?v=xsD21zBb73o;2020-10-15T06:24:13Z;2020;10;Viaje
323;QnjtnzyTNoQ;How Icelandic Fermented Shark Is Made  -  Regional Eats  -  Food Insider;Insider Food;https://www.youtube.com/watch?v=QnjtnzyTNoQ;2020-10-03T16:00:09Z;2020;10;Comida
324;JrLzhQA_yWQ;"Meeting the World&#39;s Tallest Man (8.2 ft, 251 cm)";Drew Binsky;https://www.youtube.com/watch?v=JrLzhQA_yWQ;2020-10-11T14:00:04Z;2020;10;Viaje
325;8Kt6n1_3dYk;"Top 10 Disney Fails &amp; Animatronic Malfunctions Pt 11";TPMvids;https://www.youtube.com/watch?v=8Kt6n1_3dYk;2020-10-11T17:37:12Z;2020;10;Entretenimiento
326;CKnGXZxK7zs;Popular Fast-Food Restaurants In Every State  -  50 State Favorites;Insider Food;https://www.youtube.com/watch?v=CKnGXZxK7zs;2020-10-31T16:00:03Z;2020;10;Comida
327;JsBzIW13Gw0;Citi: To Have a Home;Citi;https://www.youtube.com/watch?v=JsBzIW13Gw0;2020-10-26T12:44:15Z;2020;10;Publicidad
328;h3W9iX0SnCo;Untold Archaeology of the Temple Mount — Rare Footage;Sergio & Rhoda in Israel;https://www.youtube.com/watch?v=h3W9iX0SnCo;2020-10-11T13:30:02Z;2020;10;Documentales
329;MvPXuvSMh6M;From sea to table  -  Seafood in Norway  -  Visit Norway;Visit Norway;https://www.youtube.com/watch?v=MvPXuvSMh6M;2020-10-16T09:41:03Z;2020;10;Viaje
330;P3XuOAthNtg;[EDUC] HOW TO BUTCHER A COW OF MEAT / PROCESS OF MAKING BEEF, Korean beef dismantling work / 한우 발골;CookingBoy 쿠킹보이;https://www.youtube.com/watch?v=P3XuOAthNtg;2020-10-31T15:01:15Z;2020;10;Comida
331;xGi0EZkPWhI;Dubai through the eyes of: Lost LeBlanc  -  Visit Dubai;Visit Dubai;https://www.youtube.com/watch?v=xGi0EZkPWhI;2020-11-01T06:05:24Z;2020;11;Viaje
332;BgL3vp8bEK0;Disney Cruise Line’s ‘Frozen, A Musical Spectacular’  -  #DisneyMagicMoments;Disney Parks;https://www.youtube.com/watch?v=BgL3vp8bEK0;2020-11-07T00:07:53Z;2020;11;Entretenimiento
333;ome_F9HzPg4;"30 Day Survival Challenge - Texas: THE MOVIE (Catch &amp; Cook)";Fowler's Makery and Mischief;https://www.youtube.com/watch?v=ome_F9HzPg4;2020-11-21T03:14:22Z;2020;11;Viaje
334;NUDBwBJeKvY;25 Most Beautiful Destinations in America - Travel Video;touropia;https://www.youtube.com/watch?v=NUDBwBJeKvY;2020-11-05T21:37:37Z;2020;11;Viaje
335;vsofSoht7TQ;US vs UK Burger King  -  Food Wars;Insider Food;https://www.youtube.com/watch?v=vsofSoht7TQ;2020-11-08T17:00:29Z;2020;11;Comida
336;aKW_THDHjXA;US Army Jungle Warfare Expert Rates 10 Jungle Warfare Scenes in Movies  -  How Real Is It?;Insider;https://www.youtube.com/watch?v=aKW_THDHjXA;2020-11-24T18:00:00Z;2020;11;Entretenimiento
337;NeNHiUrA34U;"Celebrate 40 Years of Disney and Make-A-Wish With New Short Film  -  Disney &amp; Make-A-Wish";Disney Parks;https://www.youtube.com/watch?v=NeNHiUrA34U;2020-11-09T13:06:41Z;2020;11;Entretenimiento
338;i0Boj8FGjh4;Air Canada: Gift of Travel;Air Canada;https://www.youtube.com/watch?v=i0Boj8FGjh4;2020-11-17T12:53:03Z;2020;11;Viaje
339;ZsS7fy5VHZM;LA PIETÀ DI JAGO - Il “nuovo Michelangelo”;Progetto Happiness;https://www.youtube.com/watch?v=ZsS7fy5VHZM;2020-11-11T13:02:51Z;2020;11;Entretenimiento
340;ZgvO--dGLjY;How Tea Is Enjoyed Around The World;Insider Food;https://www.youtube.com/watch?v=ZgvO--dGLjY;2020-11-07T17:00:18Z;2020;11;Comida
341;nojaKlA7MoU;"Johnnie&#39;s Iconic Italian Beef Is A Delicious Mess Of Beef And Gravy  -  Legendary Eats  -  Insider Food";Insider Food;https://www.youtube.com/watch?v=nojaKlA7MoU;2020-11-10T17:00:13Z;2020;11;Comida
342;7TBAn4vztCQ;$2 Burger VS $100 Burger!! LUXURIOUS Burger Experience!!;Best Ever Food Review Show;https://www.youtube.com/watch?v=7TBAn4vztCQ;2020-11-01T12:23:35Z;2020;11;Comida
343;sKDQFvw-wrM;10 Best Places to Visit in Malaysia - Travel Video;touropia;https://www.youtube.com/watch?v=sKDQFvw-wrM;2020-11-19T12:37:55Z;2020;11;Viaje
344;#¿NOMBRE?;The Best Pancakes In NYC  -  Best In Town;Insider Food;https://www.youtube.com/watch?v=-AWHNuSlq2A;2020-11-05T18:00:01Z;2020;11;Comida
345;IsLFm5SSJyQ;Day in the Life of a Japanese Politician;Paolo fromTOKYO;https://www.youtube.com/watch?v=IsLFm5SSJyQ;2020-11-20T23:59:07Z;2020;11;Viaje
346;oS_OHkNePPI;Vui học tiếng anh  -  Động từ theo sau là V-ing;Kiến Thức & Đời Sống;https://www.youtube.com/watch?v=oS_OHkNePPI;2020-12-23T07:09:30Z;2020;12;Educación
347;dfm_HMPlKKg;A World luxurious ship  -  சொகுசு கப்பல்  -  Ovation of the Seas  -  Royal carribbean international;PUDUVAI SUDHAKAR;https://www.youtube.com/watch?v=dfm_HMPlKKg;2020-12-11T18:17:52Z;2020;12;Viaje
348;LKweTGIof3k;Why Caviar is so DANG Expensive!!! From Farm to Fine Dining!!;Best Ever Food Review Show;https://www.youtube.com/watch?v=LKweTGIof3k;2020-12-19T12:27:30Z;2020;12;Comida
349;5g3JLRazIEg;택배주문 많은곳! 시그니처 뚱카롱 3종 ( 조개롱, 슈팅스타, 초코누텔라 )  / Korean fat macaron - Korean street food;푸드킹덤 Food Kingdom;https://www.youtube.com/watch?v=5g3JLRazIEg;2020-12-05T10:00:01Z;2020;12;Comida
350;tHIoY9yZvkk;NordicTrack - Outside of Ordinary;NordicTrack;https://www.youtube.com/watch?v=tHIoY9yZvkk;2020-12-11T21:13:31Z;2020;12;Deporte
351;YBH6JjRoPT4;How to BEAT a LUXURY BUFFET!!! UNLIMITED SEAFOOD!!;Best Ever Food Review Show;https://www.youtube.com/watch?v=YBH6JjRoPT4;2020-12-20T12:25:39Z;2020;12;Comida
352;aN4_Htzltjc;Most Dangerous State of Mexico / Narcos War Zones / How people live;Anton is here;https://www.youtube.com/watch?v=aN4_Htzltjc;2020-12-25T10:30:00Z;2020;12;N/A
353;sLLRcoB_DsU;"$5 Oyster VS $100 Oyster w/ Vietnam&#39;s OYSTER KING!!";Best Ever Food Review Show;https://www.youtube.com/watch?v=sLLRcoB_DsU;2020-12-09T13:28:58Z;2020;12;Comida
354;5fiodOY8Qbs;A message from New Zealand;100% Pure New Zealand;https://www.youtube.com/watch?v=5fiodOY8Qbs;2020-12-20T07:55:29Z;2020;12;Viaje
355;HN9z2ixMTHU;Los hallazgos de oro más emocionantes  -  Fiebre del Oro: El desafío de Parker  -  Discovery En Español;Discovery en Español;https://www.youtube.com/watch?v=HN9z2ixMTHU;2020-12-19T21:15:00Z;2020;12;Entretenimiento
356;wPNX0p8vqSE;Parker encuentra primera pepita de oro  -  Fiebre del Oro: El desafío de Parker  -  Discovery En Español;Discovery en Español;https://www.youtube.com/watch?v=wPNX0p8vqSE;2020-12-06T21:15:00Z;2020;12;Entretenimiento
357;DRzpDqqB2fk;Inside a GHOST TOWN of Abandoned Disney Castles;Fearless & Far;https://www.youtube.com/watch?v=DRzpDqqB2fk;2020-12-13T10:00:09Z;2020;12;Viaje
358;twrzrQxL8_s;(HACCP ver) HOW TO BUTCHER AN ENTIRE COW - The process by which beef is made  / 소발골,발골교육,신부축산;CookingBoy 쿠킹보이;https://www.youtube.com/watch?v=twrzrQxL8_s;2020-12-26T09:52:43Z;2020;12;Comida
359;b40b9FsTNaI;Top 10 Villages of SWITZERLAND – Most beautiful Swiss Towns – Best Places [Full Travel Guide];Djemo Graphic;https://www.youtube.com/watch?v=b40b9FsTNaI;2020-12-19T09:00:11Z;2020;12;Viaje
360;1D1BrZgIKGc;Looks Like You Need To Joyscroll;Inspired by Iceland;https://www.youtube.com/watch?v=1D1BrZgIKGc;2020-12-09T10:19:45Z;2020;12;Viaje
361;BcUcPcIDLEo;칼로리는 잊으세요~ 초콜릿폭탄! 대왕 페레로 초코케익 -정항우케익 / King Ferrero Chocolate Cake-Korean Food Factory;푸드킹덤 Food Kingdom;https://www.youtube.com/watch?v=BcUcPcIDLEo;2021-01-31T13:45:32Z;2021;1;Comida
362;WbCvNP_-Cw0;"&quot;50개씩 사가는 사람도 있지!&quot; 30년동안 천원짜리 계란빵만 구우신 할아버지┃$0.9 Original egg bread, Korean street food";푸디랜드 FoodieLand;https://www.youtube.com/watch?v=WbCvNP_-Cw0;2021-01-18T11:16:16Z;2021;1;Comida
363;#¿NOMBRE?;World Men’s Handball Championship...Egypt 2021;Experience Egypt;https://www.youtube.com/watch?v=-bfcSuV6lSc;2021-01-09T20:15:39Z;2021;1;Deporte
364;#¿NOMBRE?;국내유일 특허받은 초콜릿 백설기!? 떡 명인의 쫀득한 초코설기 Making chocolate rice cake - Korean street food;Yummy Yammy;https://www.youtube.com/watch?v=-g29Q7_JOkk;2021-01-18T13:01:13Z;2021;1;Comida
365;pT7twSH9roY;"[Full Ver] How to dismantle a large tuna / Make a master&#39;s sashimi / Try tuna right away / 참치해체&amp;회뜨기";CookingBoy 쿠킹보이;https://www.youtube.com/watch?v=pT7twSH9roY;2021-01-01T08:59:41Z;2021;1;Comida
366;IRRWFgg-HeE;Turkmenistán, el país más insólito del mundo;Un Mundo Inmenso;https://www.youtube.com/watch?v=IRRWFgg-HeE;2021-01-04T22:00:07Z;2021;1;Viaje
367;JfxyakPvWvA;$150k vs. $40k SPRINTER VAN (full tour);Kara and Nate;https://www.youtube.com/watch?v=JfxyakPvWvA;2021-01-24T15:00:07Z;2021;1;Viaje
368;q1iFokuaZ54;Exotic Four-Course Wazwan  -  Mehndi Raat Preparations at a KASHMIRI WEDDING in Srinagar, India 🇮🇳;Spiceler;https://www.youtube.com/watch?v=q1iFokuaZ54;2021-01-24T13:30:03Z;2021;1;Comida
369;KlLu4sj9v28;"World&#39;s Tallest Man";Nas Daily;https://www.youtube.com/watch?v=KlLu4sj9v28;2021-01-08T12:00:15Z;2021;1;Documental
370;h1wly909BYw;LIVE Nevskiy avenue St. Petersburg Russia, Gostiny Dvor. Невский пр. Санкт-Петербург, Гостиный двор;Mobotix Webcams Russia;https://www.youtube.com/watch?v=h1wly909BYw;2021-01-26T23:22:46Z;2021;1;Viaje
371;ZsK0F-BAbo4;Hutan Perempuan Nasibmu Kini;Nat Geo Indonesia;https://www.youtube.com/watch?v=ZsK0F-BAbo4;2021-01-26T12:00:26Z;2021;1;Documental
372;7R-jM6-OC1A;4K Video - PARADISE ISLAND - Relaxing music along with beautiful nature videos ( 4k Ultra HD );Piano Relaxing;https://www.youtube.com/watch?v=7R-jM6-OC1A;2021-01-23T03:23:40Z;2021;1;Relajación
373;1dBtR1TqYc8;US vs UK Five Guys  -  Food Wars  -  Food Insider;Insider Food;https://www.youtube.com/watch?v=1dBtR1TqYc8;2021-01-17T17:00:01Z;2021;1;Comida
374;uot_VH42ZaY;25 ЛУЧШИХ МЕСТ В ЕВРОПЕ, КОТОРЫЕ НУЖНО УВИДЕТЬ В ЖИЗНИ [СПИСОК];Aleksandr Chaikin;https://www.youtube.com/watch?v=uot_VH42ZaY;2021-01-20T11:48:49Z;2021;1;Viaje
375;tU3X6L92w0w;अंटार्कटिका के रहस्य और जानकारी , Shocking Facts and Mystery about Antarctica;Traveling Something Different;https://www.youtube.com/watch?v=tU3X6L92w0w;2021-01-17T12:55:08Z;2021;1;Viaje
376;o4W8gOiu4AE;압도적인 비쥬얼! 블링블링 산딸기 무스 링 케이크 / Beautiful! Giant Ring Raspberry Mousse Cake;푸드킹덤 Food Kingdom;https://www.youtube.com/watch?v=o4W8gOiu4AE;2021-03-03T10:00:55Z;2021;2;Comida
377;m9gL29n9xGs;몽실토실한 K-토스트의 진화 ( 빅시그니처, 레드페퍼로니, 크랩마요) / New Style Korean Toast;푸드킹덤 Food Kingdom;https://www.youtube.com/watch?v=m9gL29n9xGs;2021-02-08T10:00:11Z;2021;2;Comida
378;fk5mJubv6Tc;배민 인기폭발 ! 기가 막힌 수제튀김, 쌀떡볶이, 빨간오뎅, 호떡  -  Tteokbokki, Homemade Fried, Hotteok  -  Korean Street food;YumYum얌얌;https://www.youtube.com/watch?v=fk5mJubv6Tc;2021-02-14T11:30:07Z;2021;2;Comida
379;63UtzXfN15s;"First Visit to Super Nintendo World at Universal Studios Japan  -  Mario Kart &amp; Food";TDR Explorer;https://www.youtube.com/watch?v=63UtzXfN15s;2021-02-03T16:04:45Z;2021;2;Viaje
380;3RXdnmEWPwQ;#MyStoreMyStory: Jitni lambi contact list,  utne zyada products!;Meesho;https://www.youtube.com/watch?v=3RXdnmEWPwQ;2021-02-26T06:26:27Z;2021;2;Negocios
381;rg3Y3tCmBWo;"US vs UK Portion Size Differences (KFC, McDonald&#39;s, Burger King)  -  Food Wars";Insider Food;https://www.youtube.com/watch?v=rg3Y3tCmBWo;2021-02-07T17:00:16Z;2021;2;Comida
382;IuTDuvYr7f0;How to Spend 14 Days in Japan  - A Japan Travel Itinerary;Allan Su;https://www.youtube.com/watch?v=IuTDuvYr7f0;2021-02-28T14:00:12Z;2021;2;Viaje
383;gjCzavpZoZI;Day in the Life of a Japanese Firefighter;Paolo fromTOKYO;https://www.youtube.com/watch?v=gjCzavpZoZI;2021-02-26T23:59:14Z;2021;2;Documental
384;2tm-oRfXgXk;Top 10 Beautiful Tourist Places to Visit in MANALI, Himachal Pradesh;Walking Wanderer;https://www.youtube.com/watch?v=2tm-oRfXgXk;2021-02-03T11:16:01Z;2021;2;Viaje
385;#¿NOMBRE?;The US Military is EVERYWHERE;Johnny Harris;https://www.youtube.com/watch?v=-YR2TxHkb4c;2021-02-24T13:27:11Z;2021;2;Documental
386;pD9mk0Y_pyo;What School Lunch Looks Like Around The World  -  Around The World  -  Food Insider;Insider Food;https://www.youtube.com/watch?v=pD9mk0Y_pyo;2021-02-11T17:00:32Z;2021;2;Comida
387;_nWNcMsCdok;The Fastest Human Calculator;Nas Daily;https://www.youtube.com/watch?v=_nWNcMsCdok;2021-02-19T12:00:13Z;2021;2;Documental
388;zRuuRPM3X3o;Exciting Animal Behavior in the most enchanting Forests of our Planet;Free High-Quality Documentaries;https://www.youtube.com/watch?v=zRuuRPM3X3o;2021-02-05T14:29:56Z;2021;2;Documental
389;NN5faRf2OYo;Especial un millón de suscriptores  -  195 países en 22 minutos;Un Mundo Inmenso;https://www.youtube.com/watch?v=NN5faRf2OYo;2021-02-23T22:00:10Z;2021;2;Viaje
390;y_YL3R32RzU;How Traditional Italian Gelato Is Made  -  Regional Eats;Insider Food;https://www.youtube.com/watch?v=y_YL3R32RzU;2021-02-20T17:00:34Z;2021;2;Comida
