n;id;titulo;canal;enlace;fecha;anyo;mes;tipo
391;OO5Xbwd3R-o;David Guetta  -  Burj Al Arab Live Concert #UnitedatHome  -  Visit Dubai;Visit Dubai;https://www.youtube.com/watch?v=OO5Xbwd3R-o;2021-03-14T12:02:41Z;2021;3;Viaje
392;Ny4bHOnSg0o;RAIDING A BABOON CAMP with Hadza Hunter-Gatherers in Tanzania;Fearless & Far;https://www.youtube.com/watch?v=Ny4bHOnSg0o;2021-03-08T16:53:27Z;2021;3;Documental
393;0yNgz0q-suc;"버거에 진심인 남자! 채소 빼고 모든 재료를 직접 만드는 수제버거집 / A man&#39;s amazing homemade burger";푸드킹덤 Food Kingdom;https://www.youtube.com/watch?v=0yNgz0q-suc;2021-03-05T11:12:57Z;2021;3;Comida
394;y1uRk8kgVh4;Луангва  -  Дикие реки Африки  -  Discovery;Discovery Channel Россия;https://www.youtube.com/watch?v=y1uRk8kgVh4;2021-03-04T16:00:14Z;2021;3;Documental
395;XRWCU2Qxosk;Introducing the new Singapore Airlines Batik Motif;Singapore Airlines;https://www.youtube.com/watch?v=XRWCU2Qxosk;2021-03-26T08:00:11Z;2021;3;Viaje
396;IQ-6HN0WaWM;Трасса Колыма: добраться вопреки и несмотря ни на что  -  Discovery;Discovery Channel Россия;https://www.youtube.com/watch?v=IQ-6HN0WaWM;2021-03-25T16:00:04Z;2021;3;Documental
397;2uG6gF_FL7Y;단돈 4000원짜리 무한리필!? 짬뽕 먹어도 짜장면 무한리필, 고기양파 듬뿍 짜장면집┃$3.5 Unlimited Black Bean Noodles-Korean street food;푸디랜드 FoodieLand;https://www.youtube.com/watch?v=2uG6gF_FL7Y;2021-03-10T12:08:28Z;2021;3;Comida
398;LER822V1FhM;МИКРО-дом 40 м² в деревне — обзор!;808;https://www.youtube.com/watch?v=LER822V1FhM;2021-03-19T13:47:37Z;2021;3;Documental
399;qdYcBMl9SoE;Hunting Asia’s Alien Fish Predator!!! CATCH AND COOK AND CRY!!;Best Ever Food Review Show;https://www.youtube.com/watch?v=qdYcBMl9SoE;2021-03-21T12:26:33Z;2021;3;Comida
400;7kMzofW7TH4;20 Kinds of Donuts Every Day! Homemade Place from Dough to Topping - Korean Food [ASMR];딜라이트 Delight;https://www.youtube.com/watch?v=7kMzofW7TH4;2021-03-13T03:00:02Z;2021;3;Comida
401;QRbC3GPW1HI;Black Rock City. The most unusual town on Earth.;Anton somewhere;https://www.youtube.com/watch?v=QRbC3GPW1HI;2021-03-12T18:00:04Z;2021;3;Viaje
402;78n8IZ2nI2A;I Share My Husband with 2 Other Wives (Maasai Marriage Story);Eva zu Beck;https://www.youtube.com/watch?v=78n8IZ2nI2A;2021-03-06T09:00:06Z;2021;3;Documental
403;auyTeIq3e08;Japanese Chef Prepares GIANT Tasmanian CRAB!! Over $700!!;Best Ever Food Review Show;https://www.youtube.com/watch?v=auyTeIq3e08;2021-03-24T12:26:10Z;2021;3;Comida
404;80oyG1Vl1Vc;24 HOURS AT THE WORLD’S LARGEST GAS STATION (Buc-ee’s);Kara and Nate;https://www.youtube.com/watch?v=80oyG1Vl1Vc;2021-03-14T14:00:02Z;2021;3;Viaje
405;hJG12Vzisb0;가성비 좋은곳! 정성스럽고 정갈한 7000원 한식뷔페 / Clean and delicious! Korean food buffet;푸드킹덤 Food Kingdom;https://www.youtube.com/watch?v=hJG12Vzisb0;2021-03-21T11:22:19Z;2021;3;Comida
406;VsDtnTvgDB0;매일 완판! 미국 베스트버거 어워드에서 1위를 3번이나 수상한 햄버거 끝판왕! 빵부터 베이컨, 소스까지 모두 직접 만드는 수제버거 / Handmade Burger;FoodieBoy 푸디보이;https://www.youtube.com/watch?v=VsDtnTvgDB0;2021-04-30T13:00:11Z;2021;4;Comida
407;ub1WfnpqXFc;"How to Make Korean Comfort Food &quot;Tteokbokki&quot;, Spicy Rice Cake - Korean Food [ASMR]";딜라이트 Delight;https://www.youtube.com/watch?v=ub1WfnpqXFc;2021-04-05T03:00:26Z;2021;4;Comida
408;GBmBswOPoGs;대단합니다! 하루 종일 칼로 깎아 만드는 정성 가득한 만두피 달인 / korean dumpling skin cutting master / korean street food;푸드스토리 FoodStory;https://www.youtube.com/watch?v=GBmBswOPoGs;2021-04-18T11:15:00Z;2021;4;Comida
409;cPnQ1YfSzoc;How to Make a Lettering Cake - Korean Food [ASMR];딜라이트 Delight;https://www.youtube.com/watch?v=cPnQ1YfSzoc;2021-04-12T03:00:05Z;2021;4;Comida
410;Sh9dh5ooNvM;Why is Vrbo better for your vacation rental? Guests stay longer.;Vrbo Partners;https://www.youtube.com/watch?v=Sh9dh5ooNvM;2021-04-27T15:35:41Z;2021;4;Negocios
411;InGoqNjSE80;Taiwanese Street Food Taiyuan Night Market / 太原路夜市大合集;Cate Food Travel 凱特食旅;https://www.youtube.com/watch?v=InGoqNjSE80;2021-04-14T13:02:00Z;2021;4;Comida
412;PKiAXVxOm6o;The Gospel according to St John, read by Sir David Suchet;Westminster Abbey;https://www.youtube.com/watch?v=PKiAXVxOm6o;2021-04-04T15:00:14Z;2021;4;Religión
413;eHzhtzLXFaQ;How Pools Are Professionally Deep Cleaned  -  Deep Cleaned;Insider;https://www.youtube.com/watch?v=eHzhtzLXFaQ;2021-04-03T17:00:25Z;2021;4;Documental
414;z8A0LpX7_yM;"Discovery Channel Documentary on AlUla &quot;Architects of Ancient Arabia&quot; Narrator: Jeremy Irons.";Experience AlUla;https://www.youtube.com/watch?v=z8A0LpX7_yM;2021-04-16T16:09:23Z;2021;4;Documental
415;cf2B48dzM0U;Why We Travel  -  Princess Cruises;Princess Cruises;https://www.youtube.com/watch?v=cf2B48dzM0U;2021-04-20T23:02:57Z;2021;4;Viaje
416;3FCRe-UgGbE;프랑스? 안가도 됩니다. 국내에서 즐기는 최상급 모히또 에클레어 Amazing quality! making mojito eclair - Korean street food;Yummy Yammy;https://www.youtube.com/watch?v=3FCRe-UgGbE;2021-04-19T14:26:41Z;2021;4;Comida
417;po2HVsU6gxw;"Top 10 Disney Fails &amp; Animatronic Malfunctions Pt 12";TPMvids;https://www.youtube.com/watch?v=po2HVsU6gxw;2021-04-25T17:35:38Z;2021;4;Entretenimiento
418;RA9wxEbnhVU;Why Black Opal Is So Expensive  -  So Expensive;Insider Business;https://www.youtube.com/watch?v=RA9wxEbnhVU;2021-04-03T15:00:07Z;2021;4;Negocios
419;NBELKvAWHsU;French Chef Prepares RARE Red Spiny LOBSTER 5 Ways!!;Best Ever Food Review Show;https://www.youtube.com/watch?v=NBELKvAWHsU;2021-04-07T12:28:15Z;2021;4;Comida
420;QW6DIchOpnc;We Explored the World’s Largest Doomsday Community (575 underground bunkers);Kara and Nate;https://www.youtube.com/watch?v=QW6DIchOpnc;2021-04-25T14:00:07Z;2021;4;Viaje
421;tXIBomCa78s;Luxurious sashimi! Giant bluefin tuna cutting show / 巨大黑鮪魚切割秀,鮪魚金三角 - Taiwanese Food;Lemon Films 檸檬美食頻道;https://www.youtube.com/watch?v=tXIBomCa78s;2021-05-28T13:00:19Z;2021;5;Comida
422;e7vsPqNmlFI;폭발하기 일보 직전! 폭탄 초콜릿! 케익공장의 다이너마이트 생크림케이크 대량생산 making dynamite fresh cream cake - korean street food;피기보이 PiggyBoy;https://www.youtube.com/watch?v=e7vsPqNmlFI;2021-05-25T14:00:09Z;2021;5;Comida
423;wXcBGfXXL4w;No Drama.  -  Switzerland Tourism;MySwitzerland;https://www.youtube.com/watch?v=wXcBGfXXL4w;2021-05-04T09:44:22Z;2021;5;Viaje
424;dBEggolsYr0;아름답습니다! 케익공장에서 대량으로 만드는 카네이션 3종 케익 / Elegant beauty! Carnation Flower Cake-Cake Factory;푸드킹덤 Food Kingdom;https://www.youtube.com/watch?v=dBEggolsYr0;2021-05-04T10:46:46Z;2021;5;Comida
425;N4i0RNB8W6w;매일 하루에 5톤 대량생산하는 라면 전용 김치가 있다고?? 고춧가루까지 100% 모두 국산! / How to make kimchi in a kimchi factory;FoodieBoy 푸디보이;https://www.youtube.com/watch?v=N4i0RNB8W6w;2021-05-27T13:00:09Z;2021;5;Comida
426;Dat_tsjW0zs;Sweet and cool off! Sweetened winter melon drink making / 手工冬瓜茶製作 - Taiwanese Food;Lemon Films 檸檬美食頻道;https://www.youtube.com/watch?v=Dat_tsjW0zs;2021-05-21T13:00:06Z;2021;5;Comida
427;_U2VBCx3b0s;"1년에 23만명이 먹고 간 초밥? 셰프만 25명인 역대급 배민 찜 전국 1등의 초밥집┃Huge Salmon Cutting&amp;Sushi / Seafood in Korea";푸디랜드 FoodieLand;https://www.youtube.com/watch?v=_U2VBCx3b0s;2021-05-28T12:12:51Z;2021;5;Comida
428;xVWwDc5aNDM;Satisfying Cake Making Video   -   5 Kinds of Cakes - Korean Food [ASMR];딜라이트 Delight;https://www.youtube.com/watch?v=xVWwDc5aNDM;2021-05-21T03:00:15Z;2021;5;Comida
429;ehiAR98PIx8;Do Indian SIM Cards Work in Pakistan?;Karl Rock;https://www.youtube.com/watch?v=ehiAR98PIx8;2021-05-24T06:30:04Z;2021;5;Documental
430;m1gRPEZdKyI;Amtrak California Zephyr from Chicago to San Francisco;Jeb Brooks;https://www.youtube.com/watch?v=m1gRPEZdKyI;2021-05-08T16:00:33Z;2021;5;Viaje
431;zjxFQI4kHkY;"Hot Pot From Hell!! The Bizarre Diet of Vietnam&#39;s Black Thai People!!  -  TRIBAL VIETNAM EP4";Best Ever Food Review Show;https://www.youtube.com/watch?v=zjxFQI4kHkY;2021-05-30T12:27:36Z;2021;5;Comida
432;ICh_JfOGBDA;Колыма: Россия, которую построил ГУЛАГ  -  Как умирают поселки, куда приезжают добывать золото;varlamov;https://www.youtube.com/watch?v=ICh_JfOGBDA;2021-05-04T10:16:40Z;2021;5;Documental
433;Zj9XWdgttFM;13 Food Markets And Fairs To Visit In Your Lifetime  -  Ultimate List;Insider Food;https://www.youtube.com/watch?v=Zj9XWdgttFM;2021-05-06T16:00:18Z;2021;5;Comida
434;eIiNjxStcGc;"Trust me, I&#39;ve been there.";Croatia Full Of life;https://www.youtube.com/watch?v=eIiNjxStcGc;2021-05-26T14:58:47Z;2021;5;Viaje
435;wYiyZzCYAFE;매일 완판! 아침마다 쏟아지는 압도적 비주얼 20가지 도너츠 만들기 / Incredible 20 kinds of doughnuts;FoodieBoy 푸디보이;https://www.youtube.com/watch?v=wYiyZzCYAFE;2021-05-21T13:00:20Z;2021;5;Comida
436;RN0vvKxKNzo;"Singapore&#39;s Trash Journey  #8";Nas Daily;https://www.youtube.com/watch?v=RN0vvKxKNzo;2021-06-04T11:00:58Z;2021;6;Documental
437;33YfT7gyWQw;KFC VS JOLLIBEE - Best Crispy Fried Chicken;chompbear;https://www.youtube.com/watch?v=33YfT7gyWQw;2021-06-21T00:00:01Z;2021;6;Comida
438;N0QblwXyXvo;Намибия. Африка,в которую вам захочется поехать.Большой Выпуск.;Антон Птушкин;https://www.youtube.com/watch?v=N0QblwXyXvo;2021-07-01T08:48:28Z;2021;6;Viaje
439;89oJojtDVJk;Master Pickpocket Breaks Down 12 Pickpocketing Tricks In Movies  -  How Real Is It?;Insider;https://www.youtube.com/watch?v=89oJojtDVJk;2021-06-15T17:00:02Z;2021;6;Documental
440;YWZx4f2OCfY;WE TRADED TINY HOMES FOR 24 HOURS! (van life vs bus life);Kara and Nate;https://www.youtube.com/watch?v=YWZx4f2OCfY;2021-06-20T14:00:09Z;2021;6;Viaje
441;GV5NWbXcDXk;Time to walk (sneak peek);Visit Portugal;https://www.youtube.com/watch?v=GV5NWbXcDXk;2021-06-24T21:24:18Z;2021;6;Viaje
442;GspIoEBYblo;하루에 2000개씩 팔리는 핫도그? 대박났죠~ 줄서서 먹는 수제 치즈 핫도그 /  / amazing homemade cheese corndog / korean street food;푸드스토리 FoodStory;https://www.youtube.com/watch?v=GspIoEBYblo;2021-06-26T12:30:02Z;2021;6;Comida
443;MUiBtag2iWM;Time to taste (sneak peek);Visit Portugal;https://www.youtube.com/watch?v=MUiBtag2iWM;2021-06-24T21:24:32Z;2021;6;Viaje
444;faJEMUubjHo;Alquiler de coches barato con Goldcar. Verano 2021.;GOLDCAR;https://www.youtube.com/watch?v=faJEMUubjHo;2021-06-21T08:27:56Z;2021;6;Negocios
445;s8RC8lu9sGw;Forbidden Mountain Soup!! This Meat is BANNED in the USA!!!  -  TRIBAL VIETNAM EP7;Best Ever Food Review Show;https://www.youtube.com/watch?v=s8RC8lu9sGw;2021-06-09T12:25:57Z;2021;6;Comida
446;wU-7z7F6oZg;10 Indian Instant Food;DancingBacons;https://www.youtube.com/watch?v=wU-7z7F6oZg;2021-06-19T01:55:07Z;2021;6;Comida
447;DV_r9tw8uo8;Step Inside the Taj Mahal and See Its Beautiful Interior  -  Taj Mahal Inside Views  -  Gingerline Media;Gingerline Media;https://www.youtube.com/watch?v=DV_r9tw8uo8;2021-06-24T08:48:54Z;2021;6;Viaje
448;QpmhfhAzW_E;Time to surf (sneak peek);Visit Portugal;https://www.youtube.com/watch?v=QpmhfhAzW_E;2021-06-24T21:24:40Z;2021;6;Viaje
449;nL__cYZSolM;Wet And Forget Outdoor Cleaner House Wash - No Scrubbing, No Rinsing - Cleans Any Outdoor Surface;WetAndForget;https://www.youtube.com/watch?v=nL__cYZSolM;2021-06-07T16:25:43Z;2021;6;Hogar
450;UzJNEcoCT-o;Day in the Life of a Japanese Anime Figure Sculptor;Paolo fromTOKYO;https://www.youtube.com/watch?v=UzJNEcoCT-o;2021-06-18T23:59:31Z;2021;6;Arte
451;Ra5Fk4bn184;역대급 위생과 대규모로 만드는 레인보우 케익시트 공장/ Rainbow Cake Sheet - Mass Production Factory;푸드킹덤 Food Kingdom;https://www.youtube.com/watch?v=Ra5Fk4bn184;2021-07-23T10:00:10Z;2021;7;Comida
452;3SsK-cxlj_w;25 Greatest Natural Wonders of the World - Travel Video;touropia;https://www.youtube.com/watch?v=3SsK-cxlj_w;2021-07-14T13:11:57Z;2021;7;Viaje
453;N0QblwXyXvo;Намибия. Африка,в которую вам захочется поехать.Большой Выпуск.;Антон Птушкин;https://www.youtube.com/watch?v=N0QblwXyXvo;2021-07-01T08:48:28Z;2021;7;Viaje
454;KIVGlAfhfd8;Silky texture! Traditional taro pastry making skills / 紫芋酥(芋頭酥)製作 - Taiwanese Food;Lemon Films 檸檬美食頻道;https://www.youtube.com/watch?v=KIVGlAfhfd8;2021-07-09T13:00:11Z;2021;7;Comida
455;YwYf4dLzswE;Time to inspire (sneak peek);Visit Portugal;https://www.youtube.com/watch?v=YwYf4dLzswE;2021-07-06T12:17:14Z;2021;7;Viaje
456;PTrLxkVOShg;Student Pilot Loses Engine  -  Cockpit View + ATC  -  by Brian Parsley;VASAviation -;https://www.youtube.com/watch?v=PTrLxkVOShg;2021-07-18T16:09:38Z;2021;7;Documental
457;UCG1aXVO8H8;【4K】台東多良車站即時影像 Taitung Duoliang Station Live Camera;Taitung Amazing;https://www.youtube.com/watch?v=UCG1aXVO8H8;2021-07-28T08:37:38Z;2021;7;Viaje
458;tUv7rO1piAs;$280 Fine Dining at a Japanese Teppanyaki Restaurant;DancingBacons;https://www.youtube.com/watch?v=tUv7rO1piAs;2021-07-10T03:47:05Z;2021;7;Comida
459;dkkPR9el-1I;EXTREME Food in Dubai - GIANT Yemeni GOAT PLATTER COOKING!!! The cooking process is amazing!!;The Food Ranger;https://www.youtube.com/watch?v=dkkPR9el-1I;2021-07-25T13:30:08Z;2021;7;Comida
460;lhSV2HfX__E;Italian Pizza Baked in a Truck - Korean Street Food;딜라이트 Delight;https://www.youtube.com/watch?v=lhSV2HfX__E;2021-07-07T03:00:12Z;2021;7;Comida
461;EXmGDT24wuM;Cream Bomb 100% Handmade Donuts! 1000 Sold Out Per Day - Korean Street Food [ASMR];딜라이트 Delight;https://www.youtube.com/watch?v=EXmGDT24wuM;2021-07-22T03:00:06Z;2021;7;Comida
462;x0vg-rEnZjc;$2 Octopus VS $100 Octopus!! Huge Ocean Monster Served Five Ways!!!;Best Ever Food Review Show;https://www.youtube.com/watch?v=x0vg-rEnZjc;2021-07-18T12:24:09Z;2021;7;Comida
463;x0JCP4BqoVQ;20판씩 팔리는 대파 떡볶이, 12가지 김밥, 대왕 김말이 / The Most Popular Korean Snack! Tteokbokki - Korean Food;딜라이트 Delight;https://www.youtube.com/watch?v=x0JCP4BqoVQ;2021-07-25T03:00:17Z;2021;7;Comida
464;DaVTU_V406I;"Pakistan : La vallée des immortels  -  Les routes de l&#39;impossible";Les Routes de l'impossible;https://www.youtube.com/watch?v=DaVTU_V406I;2021-07-23T16:00:09Z;2021;7;Viaje
465;f9mdVVXPHgQ;US vs UK Jollibee  -  Food Wars;Insider Food;https://www.youtube.com/watch?v=f9mdVVXPHgQ;2021-07-11T16:00:26Z;2021;7;Comida
466;8nRDCOmP4UI;"Dubai Presents: 5-Star Mission  -  Zac Efron &amp; Jessica Alba  -  Visit Dubai";Visit Dubai;https://www.youtube.com/watch?v=8nRDCOmP4UI;2021-08-05T13:00:42Z;2021;8;Viaje
467;GRLjP5lhr8M;The Easiest Alphabet  #72;Nas Daily;https://www.youtube.com/watch?v=GRLjP5lhr8M;2021-08-25T06:00:03Z;2021;8;Documental
468;kyiB1v0zFTY;Kunal Kemmu and Soha Ali Khan deciding their next vacation with Club Mahindra #JaanaKahanHai;Club Mahindra;https://www.youtube.com/watch?v=kyiB1v0zFTY;2021-08-18T06:42:37Z;2021;8;Viaje
469;gD8AVjY8Ejs;빵공장의 압도적 대량생산 현장! 누텔라 페스츄리 꽈배기 만들기 Making Nutella Peanut Pastries - Bread Factory in Korea;FoodyTrip 푸디트립;https://www.youtube.com/watch?v=gD8AVjY8Ejs;2021-08-27T11:30:05Z;2021;8;Comida
470;KaYHE5DC_mE;We bought a $3000 Puppy and Surprised our parents!;The Ninja Fam!;https://www.youtube.com/watch?v=KaYHE5DC_mE;2021-08-14T12:15:02Z;2021;8;Entretenimiento
471;#¿NOMBRE?;Amazing Cake Decorating Technique  -  Making a Variety of Cakes - Korean Street Food;딜라이트 Delight;https://www.youtube.com/watch?v=-xlmBoQ4paI;2021-08-10T03:00:00Z;2021;8;Comida
472;py0wXzyFEP4;하루 2000개 대량생산! 국내 최초로 특허받은 분리형 발열도시락 / Fever lunch box mass production factory;푸드킹덤 Food Kingdom;https://www.youtube.com/watch?v=py0wXzyFEP4;2021-08-26T10:00:16Z;2021;8;Comida
473;XBOSsH3Oy14;"Dubai: A Romance to Remember  -  Zac Efron &amp; Jessica Alba  -  Visit Dubai";Visit Dubai;https://www.youtube.com/watch?v=XBOSsH3Oy14;2021-08-11T12:58:28Z;2021;8;Viaje
474;uqmYwooaqz4;하루에 200개씩 팔리는 할머니 파전? 1000만원짜리 초대형 철판에 만드는 역대급 해물 파전 / korean traditional Jeon / korena street food;푸드스토리 FoodStory;https://www.youtube.com/watch?v=uqmYwooaqz4;2021-08-07T12:00:33Z;2021;8;Comida
475;OhgokfBo6jg;이곳 역대급입니다! 하루 1,000개씩 판매되는 다양한 뚱카롱 만들기 / Amazing! A macaron shop that sells 1,000 macaroons a day;푸드킹덤 Food Kingdom;https://www.youtube.com/watch?v=OhgokfBo6jg;2021-08-30T12:06:19Z;2021;8;Comida
476;T3Ove3sdZno;“국내 최초 달팽이 강정?” 달팽이를 튀김으로 만드는 역대급 달팽이 음식 Korean food fried snails, Korean street food;쿡쿡티비 Cook Cook TV;https://www.youtube.com/watch?v=T3Ove3sdZno;2021-08-27T11:51:33Z;2021;8;Comida
477;5Ic03B-F4s0;엄청납니다! 한번에 1.5톤의 한우갈비찜을 만드는 대량생산 현장 / Braised Beef Short Ribs (Galbi jjim);푸드킹덤 Food Kingdom;https://www.youtube.com/watch?v=5Ic03B-F4s0;2021-08-24T10:00:06Z;2021;8;Comida
478;0dA5va5NjkA;하루 1000개씩 팔리는!? 초콜릿에 빠진 1000겹의 딥초콜릿 파이 / 1000-ply deep chocolate cookies making - Korean street food;Yummy Yammy;https://www.youtube.com/watch?v=0dA5va5NjkA;2021-08-19T13:00:00Z;2021;8;Comida
479;cnatWbbgNAM;The Sharpest Knife Cuts Giant Bluefin Tuna Like Butter - Luxurious Sashimi and Steaks;iTravel;https://www.youtube.com/watch?v=cnatWbbgNAM;2021-08-27T11:00:29Z;2021;8;Comida
480;QYFr5JTfJlY;誰よりも働くスーパーおばあちゃん！！神様に選ばれたおかず作り名人の鍋振り丨Japanese Good Old Diner;うどんそば 兵庫 京都 Udonsoba;https://www.youtube.com/watch?v=QYFr5JTfJlY;2021-08-02T08:15:00Z;2021;8;Comida
481;GvvA12oTQ94;WE LIVED IN A $650,000 EARTHROAMER (full tour);Kara and Nate;https://www.youtube.com/watch?v=GvvA12oTQ94;2021-09-19T14:00:15Z;2021;9;Entretenimiento
482;m9XEvrBGH9U;PERFECT Honeycomb Candy from SQUID GAME;Nick and Helmi;https://www.youtube.com/watch?v=m9XEvrBGH9U;2021-09-29T10:50:32Z;2021;9;Comida
483;uvDdGJTXrpM;【閉業】カツ丼！！出前！！注文が殺到する素朴な駅前大衆うどん店に密着丨Udon Noodles in Osaka;うどんそば 大阪 奈良 Udonsoba;https://www.youtube.com/watch?v=uvDdGJTXrpM;2021-09-29T08:30:08Z;2021;9;Comida
484;pg_55jPfryg;매일 20종류가 넘는 도넛 만드는 곳, 용인 도넛 핫플레이스 / Making 23 kinds of donuts every day - Korean street food;딜라이트 Delight;https://www.youtube.com/watch?v=pg_55jPfryg;2021-09-19T04:00:13Z;2021;9;Comida
485;FhwRQfXZ8mo;Откройте для себя Египет, Там, где лето круглый год!;Experience Egypt;https://www.youtube.com/watch?v=FhwRQfXZ8mo;2021-09-07T12:00:11Z;2021;9;Viaje
486;WlWhS88s-3o;30 Marcas de Hoteles.​;Marriott Bonvoy Caribbean and Latin America;https://www.youtube.com/watch?v=WlWhS88s-3o;2021-09-30T13:38:24Z;2021;9;Viaje
487;UAgexRFmvRE;Ночная сыворотка Revitalift Лазер 0,2% чистый ретинол от всех видов морщин от L`Oreal Paris;L'Oréal Paris Russia;https://www.youtube.com/watch?v=UAgexRFmvRE;2021-09-21T13:38:33Z;2021;9;Belleza
488;CEs3DjKl44M;이곳 진심입니다! 놀라운 돈까스 공장이 선보이는, 압도적인 치즈 돈까스 대량 생산 과정│Cheese pork cutlet mass making - Korean street food;Yummy Yammy;https://www.youtube.com/watch?v=CEs3DjKl44M;2021-09-24T13:07:27Z;2021;9;Comida
489;ZFmKjiaPNig;airasia  -  Let’s Go Away with airasia Super App;airasia Superapp;https://www.youtube.com/watch?v=ZFmKjiaPNig;2021-09-27T07:28:12Z;2021;9;Viaje
490;LlOvmodxSSI;La Mayor locura que he visto en África  -  África #143   -  Vuelta al Mundo en Moto;Nico - Ride Me Five;https://www.youtube.com/watch?v=LlOvmodxSSI;2021-09-05T19:45:01Z;2021;9;Viaje
491;r6YLSACb-iQ;I Had NO IDEA What Indian Farmers Did, Until...;Karl Rock;https://www.youtube.com/watch?v=r6YLSACb-iQ;2021-09-02T06:30:07Z;2021;9;Viaje
492;a-yUdtzms_w;"Dubai: A Captivating Saga  -  Zac Efron &amp; Jessica Alba  -  Visit Dubai";Visit Dubai;https://www.youtube.com/watch?v=a-yUdtzms_w;2021-09-22T13:13:31Z;2021;9;Viaje
493;U9FPZ9Bq31g;Setting up our Tarp on the CDT;thruhikers;https://www.youtube.com/watch?v=U9FPZ9Bq31g;2021-09-25T18:45:01Z;2021;9;Viaje
494;20LdNzARkk4;How 3,000 Pounds Of Tofu Are Handmade A Day  -  Big Business;Insider Business;https://www.youtube.com/watch?v=20LdNzARkk4;2021-09-12T15:00:01Z;2021;9;Comida
495;CR8Fc89Jni0;We went to Ninja World Championships!;The Ninja Fam!;https://www.youtube.com/watch?v=CR8Fc89Jni0;2021-09-03T15:00:13Z;2021;9;Entretenimiento
496;reOPsORDKu8;처음봅니다! 400통 호박을 작두로 잘라 제대로 만드는 호박식혜 대량생산 / Korean traditional pumpkin sweet rice drink(Sikhye);푸드킹덤 Food Kingdom;https://www.youtube.com/watch?v=reOPsORDKu8;2021-10-27T10:00:24Z;2021;10;Comida
497;51wZWwzp1u0;Living on Top of a Mountain!;The Ninja Fam!;https://www.youtube.com/watch?v=51wZWwzp1u0;2021-10-22T15:15:01Z;2021;10;Entretenimiento
498;OOtfYeEVVjQ;$5 PIZZA VS $800 PIZZA!! Everything is BIGGER in Texas!!!;Best Ever Food Review Show;https://www.youtube.com/watch?v=OOtfYeEVVjQ;2021-10-27T12:27:59Z;2021;10;Comida
499;eLeYCwv0j9Q;"US vs Japan McDonald&#39;s  -  Food Wars  -  Food Insider";Insider Food;https://www.youtube.com/watch?v=eLeYCwv0j9Q;2021-10-17T16:00:31Z;2021;10;Comida
500;ON1SdwS8IGY;Baru dari Traveloka PayLater!;Traveloka Indonesia;https://www.youtube.com/watch?v=ON1SdwS8IGY;2021-10-25T02:29:32Z;2021;10;Viaje
501;Oc-wS-qG0_A;LIVING A WEEK with the DEATH TRIBE of Indonesia;Fearless & Far;https://www.youtube.com/watch?v=Oc-wS-qG0_A;2021-10-18T10:27:29Z;2021;10;Viaje
502;cGELvtwYEcU;Hollow fiber filters for backpacking and thruhiking;thruhikers;https://www.youtube.com/watch?v=cGELvtwYEcU;2021-10-14T06:34:20Z;2021;10;Viaje
503;51HMytrxVvc;"$14 TEXAS BBQ VS $320 TEXAS BBQ!! Vegan&#39;s Worst Nightmare!!";Best Ever Food Review Show;https://www.youtube.com/watch?v=51HMytrxVvc;2021-10-20T12:27:04Z;2021;10;Comida
504;gHB8Ip_wsCo;京大生に人気！デカ盛りで安いデカウマのお店「ハイライト食堂」京都でガッツリ食べたいならここ！;FOOD☆STAR フードスター;https://www.youtube.com/watch?v=gHB8Ip_wsCo;2021-10-29T11:27:15Z;2021;10;Comida
505;u82j28qPkGA;日曬超過180天！台灣傳統醬油製作 / Traditional Soy Sauce (Black Soybean) Making - Taiwanese Soy Sauce Factory;Terry Films;https://www.youtube.com/watch?v=u82j28qPkGA;2021-10-04T11:00:22Z;2021;10;Comida
506;Q_XAX08b5Vc;Inside Emirates A380 Service Center - How Did They Bring an A380 Back to Life?;Sam Chui;https://www.youtube.com/watch?v=Q_XAX08b5Vc;2021-10-02T13:00:10Z;2021;10;Viaje
507;S0XOQLNoy_w;Day in the Life of a Japanese Mechanic;Paolo fromTOKYO;https://www.youtube.com/watch?v=S0XOQLNoy_w;2021-10-01T23:59:33Z;2021;10;Viaje
508;O6KQgjBXuPw;Largest Norwegian cities in 10.000 steps 👣 🇳🇴  -  Visit Norway;Visit Norway;https://www.youtube.com/watch?v=O6KQgjBXuPw;2021-10-18T13:22:43Z;2021;10;Viaje
509;6HLmG5p1k6g;Inside Burj Al Arab Dubai Glimpse Into The Iconic Hotel’s Exclusive 90 Minute Tour  -  Curly Tales UAE;Curly Tales ;https://www.youtube.com/watch?v=6HLmG5p1k6g;2021-10-18T15:45:00Z;2021;10;Viaje
510;P329TzJw3bA;The Best FRIED CHICKEN in America!! 🍗 Soul Food at Willie Mae’s in New Orleans!;Mark Wiens;https://www.youtube.com/watch?v=P329TzJw3bA;2021-10-20T13:00:08Z;2021;10;Comida
511;DLgrKBUwsBc;Find your story in the USA;Visit The USA;https://www.youtube.com/watch?v=DLgrKBUwsBc;2021-11-08T16:59:29Z;2021;11;Viaje
512;BFV7Ei-21yc;"Real Robot with Golgappa &amp; Vadapao vending Machine With Robot #Shorts";Sadi Gaddi;https://www.youtube.com/watch?v=BFV7Ei-21yc;2021-11-03T04:29:49Z;2021;11;Entretenimiento
513;WgtalcDhXe0;An Important Factor When Placing Protection;Noah Kane;https://www.youtube.com/watch?v=WgtalcDhXe0;2021-11-10T19:24:08Z;2021;11;N/A
