N;Logo;Channel;Watch time (mins);Stream time (mins);Peak viewers;Average viewers;Followers;Partnered;Mature;Language;mes;anyo
39;https://static-cdn.jtvnw.net/jtv_user_pictures/ab1cf4c8-acf2-406d-86c9-d8840b62e466-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;ColgadisimosDelAro;544605;495;1690;1100;38931;false;false;Spanish;1;2022
40;https://static-cdn.jtvnw.net/jtv_user_pictures/42f86f56-8669-49ed-90fc-e4f4eb8ae2c1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;JORNADAPERFECTA;516390;1575;1475;328;5971;true;false;Spanish;1;2022
41;https://static-cdn.jtvnw.net/jtv_user_pictures/d029f8a5-74ef-452d-8547-db462656fa4b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;JhaviCu;515505;3000;1208;172;1182;false;true;Spanish;1;2022
42;https://static-cdn.jtvnw.net/jtv_user_pictures/743f0bf4-6370-4aa6-adba-a90933e63687-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;AdriContreras4;509550;2310;2725;221;94373;true;false;Spanish;1;2022
43;https://static-cdn.jtvnw.net/jtv_user_pictures/69ee9ae9-17c6-4847-828d-f580e79129a8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;inie8tazo;387975;4320;278;90;10264;true;false;Spanish;1;2022
44;https://static-cdn.jtvnw.net/jtv_user_pictures/7c4866ee-135a-4162-b94d-2d62f04ef8ae-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;JoseCarrasco_98;371430;3195;316;116;9132;true;false;Spanish;1;2022
45;https://static-cdn.jtvnw.net/jtv_user_pictures/889ce143-6de9-421e-afe8-1e9a09ade633-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;ElChiringon;363735;5115;363;71;7057;true;false;Spanish;1;2022
46;https://static-cdn.jtvnw.net/jtv_user_pictures/f64c4bc9-5368-4c98-af35-0f5d96bd51ce-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;udlaspalmasNET;360840;1710;580;211;1328;false;false;Spanish;1;2022
47;https://static-cdn.jtvnw.net/jtv_user_pictures/c736cfc3-6b55-4a6b-9c34-9c5b1e87964d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;sergio123pnz;336360;4245;191;79;1529;false;false;Spanish;1;2022
48;https://static-cdn.jtvnw.net/jtv_user_pictures/eb0791ad-e811-434c-852d-0236c1d9050a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;MARCAvalladolid;331725;1710;717;194;2102;true;false;Spanish;1;2022
49;https://static-cdn.jtvnw.net/jtv_user_pictures/de4cee58-aee7-400d-b823-32aa7a1d3235-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;TheGrefg;330555;15;22037;22037;9463485;true;false;Spanish;1;2022
50;https://static-cdn.jtvnw.net/jtv_user_pictures/cd4c3665-229f-41bd-aa01-7d5c267536fb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Sergioyco;322230;4125;175;78;786;true;false;Spanish;1;2022
51;https://static-cdn.jtvnw.net/jtv_user_pictures/5ebe1369-9889-4bdd-9175-1573d39b7375-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;hectrosales;315045;5970;862;53;1587;false;false;Spanish;1;2022
52;https://static-cdn.jtvnw.net/jtv_user_pictures/d1dcb27f-1a0d-483b-ae52-7a2aed4a9e32-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;latinmedia;313440;6990;834;45;910;false;false;Spanish;1;2022
53;https://static-cdn.jtvnw.net/jtv_user_pictures/a34a1cbc-c711-4ac7-afb9-ebd671cfb901-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;RMadridistaReal;303990;3000;421;101;4874;false;false;Spanish;1;2022
54;https://static-cdn.jtvnw.net/jtv_user_pictures/d653efac-0231-4e12-ba01-17074c0c08ff-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;generaldepie;291045;330;1453;882;6685;false;false;Spanish;1;2022
55;https://static-cdn.jtvnw.net/jtv_user_pictures/dd91f7e4-e7da-4942-afd2-362bcef8fd71-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;meritocraciablanca;285360;1575;296;181;1428;true;false;Spanish;1;2022
56;https://static-cdn.jtvnw.net/jtv_user_pictures/28902f5e-ff03-43e5-b12f-d487f6698c83-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Deportes_Cuatro;278130;3165;195;88;32633;true;false;Spanish;1;2022
57;https://static-cdn.jtvnw.net/jtv_user_pictures/d65affb6-fbfb-4be4-a8ce-7f28ce7a9d00-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;noe9977;275895;750;1371;368;275066;true;false;Spanish;1;2022
58;https://static-cdn.jtvnw.net/jtv_user_pictures/5c07914b-bdc0-4ab2-bef0-5055c61e3e3f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Sporting1905;273240;1350;431;202;523;false;false;Spanish;1;2022
59;https://static-cdn.jtvnw.net/jtv_user_pictures/376cac2d-ca55-4d9f-ba1d-5d16547a55f0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;senen98;273030;2805;299;97;14659;true;false;Spanish;1;2022
60;https://static-cdn.jtvnw.net/jtv_user_pictures/085a44b6-bd01-45a5-9c8f-73803e0d2ebc-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;mister_underdog;272775;540;750;505;17129;false;true;Spanish;1;2022
61;https://static-cdn.jtvnw.net/jtv_user_pictures/1d056e37-f869-4bbf-867d-fe6d7d0b1efe-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;davisuuarez2;258015;1635;749;158;33408;true;false;Spanish;1;2022
62;https://static-cdn.jtvnw.net/jtv_user_pictures/570e509f-6851-4a35-880a-054053871f0b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;LaLiga;257325;780;1397;330;33189;false;false;Spanish;1;2022
63;https://static-cdn.jtvnw.net/jtv_user_pictures/dc161391-85e5-4b8a-bb18-4f390ab9b50b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;RallyCast;255930;1665;373;154;1738;true;false;Spanish;1;2022
64;https://static-cdn.jtvnw.net/jtv_user_pictures/ec892f87-d0f3-464c-8892-3d457001f7c6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;rodrigofaez;255240;1485;598;172;39314;true;false;Spanish;1;2022
65;https://static-cdn.jtvnw.net/jtv_user_pictures/8f1ad7b5-a3cc-4358-b05b-1a85f4e039d0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;SalvaGarciaJ;247470;4950;805;50;2502;true;false;Spanish;1;2022
66;https://static-cdn.jtvnw.net/jtv_user_pictures/f5e3bf79-16f4-4d4a-9dda-0889f43c84fe-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;nil3alemany;242715;3780;157;64;2677;false;false;Spanish;1;2022
67;https://static-cdn.jtvnw.net/jtv_user_pictures/eeffc559-a3f7-4f34-863c-a2218a99ce48-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;elopi23;240765;1080;882;223;20294;true;false;Spanish;1;2022
68;https://static-cdn.jtvnw.net/jtv_user_pictures/ba21aa4e-528d-452b-904a-90a8eeea2e8b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Viorai;230310;420;1121;548;32217;true;false;Spanish;1;2022
69;https://static-cdn.jtvnw.net/jtv_user_pictures/5b5d7ad3-72f2-41e4-8ed7-7faf0c638f75-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;FutbolParaTodosNet;221595;585;2190;379;10433;false;false;Spanish;1;2022
70;https://static-cdn.jtvnw.net/jtv_user_pictures/26352ada-0b6e-46bf-bd0d-cbd8922110ca-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;postunited;221370;2250;223;98;28121;true;false;Spanish;1;2022
71;https://static-cdn.jtvnw.net/jtv_user_pictures/0863a784-e4b5-46ac-8ece-56151632fbc2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;BarcaHoy;220875;3615;272;61;5499;false;false;Spanish;1;2022
72;https://static-cdn.jtvnw.net/jtv_user_pictures/1831cf3c-b252-4ec8-b4c4-b0f801ededcb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;taf_life;216330;2505;353;86;23996;false;false;Spanish;1;2022
73;https://static-cdn.jtvnw.net/jtv_user_pictures/da0e8ae5-bf7e-4d27-9501-795bf985af87-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;BalonesFueraSDH;208950;1335;406;157;714;false;false;Spanish;1;2022
74;https://static-cdn.jtvnw.net/jtv_user_pictures/2572a3e1-7dda-4dda-bdaf-e389a13a700a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;more_beltran;204405;120;1893;1703;33763;false;false;Spanish;1;2022
75;https://static-cdn.jtvnw.net/jtv_user_pictures/7d16fb4ce0ded445-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100;FlexZ;202320;495;674;409;354530;true;false;Spanish;1;2022
76;https://static-cdn.jtvnw.net/jtv_user_pictures/dfbed126-6e14-4b21-9f40-3b2b018803cd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;ElChiringuitoNow;201090;1785;1036;113;1289;false;false;Spanish;1;2022
77;https://static-cdn.jtvnw.net/jtv_user_pictures/9a2e6b54-50b9-4761-9c0b-d092b5f080ce-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;werevertumorro;198285;285;1026;696;293292;true;false;Spanish;1;2022
78;https://static-cdn.jtvnw.net/jtv_user_pictures/52f52882-d866-4377-adca-dcfbc5255a4a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;kcenvivo;196305;1035;360;190;49262;true;false;Spanish;1;2022
79;https://static-cdn.jtvnw.net/jtv_user_pictures/0d82ca34-1ec9-466f-9c1e-6b6b7b2e73fd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;samulx_;189270;240;1114;789;24488;true;false;Spanish;1;2022
80;https://static-cdn.jtvnw.net/jtv_user_pictures/30ec81be-6616-4dfa-8fcf-0dc0dcb611ef-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;vitu;188580;330;1139;571;174639;true;false;Spanish;1;2022
81;https://static-cdn.jtvnw.net/jtv_user_pictures/71ebd849-08f8-4915-aeff-f60bdd59d707-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;emilianocandido;186165;1035;551;180;7978;true;true;Spanish;1;2022
82;https://static-cdn.jtvnw.net/jtv_user_pictures/c9d12183-cec2-4329-a680-32e484f805b0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;UlisesHarada;181485;1980;257;92;3314;true;false;Spanish;1;2022
83;https://static-cdn.jtvnw.net/jtv_user_pictures/d3843d1c-d6ce-4b4d-8fae-3b2d35f37949-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;TioJocker_play;179295;2505;299;72;3718;true;false;Spanish;1;2022
84;https://static-cdn.jtvnw.net/jtv_user_pictures/9e4fe6e4-d265-4264-8320-57655a749ed2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Gaby791123;176370;330;4022;534;618;false;false;Spanish;1;2022
85;https://static-cdn.jtvnw.net/jtv_user_pictures/2d5542be-90a0-4162-b58a-dda01e2f267d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;marcosfutfem;166155;3120;135;53;959;false;false;Spanish;1;2022
86;https://static-cdn.jtvnw.net/jtv_user_pictures/d3c5bee7-21f6-4c02-82ad-b5025a003ee3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;javierareslive;161685;1470;658;110;7414;true;false;Spanish;1;2022
87;https://static-cdn.jtvnw.net/jtv_user_pictures/5b33a95b-29cd-45f5-a004-8ab5bfee4bfd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;tiempodejuegocope;161160;405;643;398;6965;false;false;Spanish;1;2022
88;https://static-cdn.jtvnw.net/jtv_user_pictures/4364a8c3-1ff6-4c64-834f-9f8572fac1e2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Peereira7;160680;135;1625;1190;967534;true;false;Spanish;1;2022
89;https://static-cdn.jtvnw.net/jtv_user_pictures/5450edcd-7456-4350-9dee-3d51cac24b6a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;NowClubEsp;152400;3750;81;41;2074;false;false;Spanish;1;2022
90;https://static-cdn.jtvnw.net/jtv_user_pictures/b305216d-455c-4574-8b91-f05624066e35-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100;franmerinonba;151260;3045;171;50;3056;true;false;Spanish;1;2022
91;https://static-cdn.jtvnw.net/jtv_user_pictures/70bc8313-7910-44af-a0fd-93e43ba4d533-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;barracudotv;136770;1545;173;89;1209;false;false;Spanish;1;2022
92;https://static-cdn.jtvnw.net/jtv_user_pictures/44da208f-476b-4e5f-b50b-c1ff594130c3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;FutbolerosTV;134670;3375;184;40;10292;false;false;Spanish;1;2022
93;https://static-cdn.jtvnw.net/jtv_user_pictures/8fc19761-6b8a-4fa0-b3e6-c9da2d139f6d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;los_comegambas;132165;885;363;149;1639;false;false;Spanish;1;2022
94;https://static-cdn.jtvnw.net/jtv_user_pictures/80aa992b-9bb7-4003-9935-73b9de597d46-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;JosePA__16;130425;1860;247;70;795;false;false;Spanish;1;2022
95;https://static-cdn.jtvnw.net/jtv_user_pictures/c55f3f0a-a380-4bc7-b277-02c7ff08e748-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;masquepelotastv;129615;1035;432;125;8947;true;false;Spanish;1;2022
96;https://static-cdn.jtvnw.net/jtv_user_pictures/32770823-4e69-48f9-8450-11a648a10bb8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;LaResistenciaDelPalau;127320;1710;225;74;3221;false;false;Spanish;1;2022
97;https://static-cdn.jtvnw.net/jtv_user_pictures/1f7fcaac-4f59-4154-afad-483f794c8f2a-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100;internetvfutbol;126525;375;860;337;2076;true;false;Spanish;1;2022
98;https://static-cdn.jtvnw.net/jtv_user_pictures/be525acd-0875-4f13-b984-773dc58f96ba-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;ElCamerino;119640;810;509;148;938;false;false;Spanish;1;2022
99;https://static-cdn.jtvnw.net/jtv_user_pictures/e650439f-6700-466f-bb69-8022ea47b6cd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;eljuank305;114765;2310;394;50;464;false;false;Spanish;1;2022
100;https://static-cdn.jtvnw.net/jtv_user_pictures/f5dfe2a9-09b2-450f-a2f8-da4dea2859c1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;partidovivo;113295;1020;543;111;710;false;false;Spanish;1;2022
1;https://static-cdn.jtvnw.net/jtv_user_pictures/d78d234a-f0b8-4805-96b1-d7bdf573e6c0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;ElChiringuitoTV;42212325;11565;34812;3650;613890;true;false;Spanish;2;2022
2;https://static-cdn.jtvnw.net/jtv_user_pictures/49bdc39f-4b83-491b-8b99-8719ed8faca9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;gerardromero;28595055;9285;11598;3080;83731;true;false;Spanish;2;2022
3;https://static-cdn.jtvnw.net/jtv_user_pictures/77394e1d-c9dd-43ee-9d96-ea6797b1eb45-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;chiringuitodejug3;19721865;4005;15828;4924;24870;false;false;Spanish;2;2022
4;https://static-cdn.jtvnw.net/jtv_user_pictures/b0d9b115-cd55-4197-a551-cfd9ddfd1296-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;SoyMotor;18922995;4065;17066;4655;67049;true;false;Spanish;2;2022
5;https://static-cdn.jtvnw.net/jtv_user_pictures/dc3dbbf9-bc8e-4506-93ed-43061eb9007e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;rubenmartinweb;15531465;5250;7443;2958;124442;true;false;Spanish;2;2022
6;https://static-cdn.jtvnw.net/jtv_user_pictures/e504ebd7-7605-4208-9de3-66e28baffa8f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;sirolopez56;5432010;4785;4257;1135;198175;true;false;Spanish;2;2022
7;https://static-cdn.jtvnw.net/jtv_user_pictures/5fccae4c-6bc1-4bdf-a082-240d223932f5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;PapaBuyer;5384595;6720;4527;801;240781;true;false;Spanish;2;2022
8;https://static-cdn.jtvnw.net/jtv_user_pictures/5090c139-6fd2-4efa-bf9b-1ccf17170491-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;valentisanjuan;5034555;6555;3456;768;135976;true;false;Spanish;2;2022
9;https://static-cdn.jtvnw.net/jtv_user_pictures/f8f5d294-5210-4e5d-a920-7570906eb34e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Futbol_Fantasy;3953925;2445;5063;1617;9280;true;false;Spanish;2;2022
10;https://static-cdn.jtvnw.net/jtv_user_pictures/fab73bf0-54e5-44b1-8fcf-25c960d73dbd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;elyihi;3463425;3270;4404;1059;24650;true;false;Spanish;2;2022
11;https://static-cdn.jtvnw.net/jtv_user_pictures/200434f5-fe25-4259-b49c-0ebb3e141539-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;drafteadosNBA;2968920;345;17926;8606;92539;true;false;Spanish;2;2022
12;https://static-cdn.jtvnw.net/jtv_user_pictures/78efa317-cd66-4b9a-8e92-ad856c86d05f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;2010misterchip;2878860;2820;4751;1021;57152;true;false;Spanish;2;2022
13;https://static-cdn.jtvnw.net/jtv_user_pictures/7fb4bdcc-e590-4ff7-b2bc-76e1532ddeb8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;DiarioMARCA;2530620;2100;11134;1205;9387;true;false;Spanish;2;2022
14;https://static-cdn.jtvnw.net/jtv_user_pictures/de415b32-397c-4e63-baa4-ea88c07723dc-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;futbol_liits;2449455;3090;5565;793;2580;false;false;Spanish;2;2022
15;https://static-cdn.jtvnw.net/jtv_user_pictures/aac9d1e5-725e-438c-9cf3-ac75ba1a8991-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;RealMadrid;2178330;1140;21910;1911;263567;true;false;Spanish;2;2022
16;https://static-cdn.jtvnw.net/jtv_user_pictures/a15b3014-b0c0-4265-87b9-1b3362c041cb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;jonfer1;2121540;6180;4367;343;19751;true;false;Spanish;2;2022
17;https://static-cdn.jtvnw.net/jtv_user_pictures/a3f8c17b-fa51-4e3e-a116-03fbe68e85b2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;WorldPadelTour;1861140;960;7562;1939;51236;false;false;Spanish;2;2022
18;https://static-cdn.jtvnw.net/jtv_user_pictures/dfbed126-6e14-4b21-9f40-3b2b018803cd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;ElChiringuitoNow;1740555;3120;4251;558;0;false;false;Spanish;2;2022
19;https://static-cdn.jtvnw.net/jtv_user_pictures/b888c31e-eaed-402c-82b0-e9854872e868-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;FTotal;1427775;1455;2879;981;23650;false;false;Spanish;2;2022
20;https://static-cdn.jtvnw.net/jtv_user_pictures/8bc5a933-2d10-49c3-8fd7-85975ac6bc30-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;PlanetaNBA;1368765;4485;2806;305;9516;true;false;Spanish;2;2022
21;https://static-cdn.jtvnw.net/jtv_user_pictures/1bb320de-8001-491b-a9e1-252ae7f9c388-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;VictorAbadG;1323525;810;2300;1634;43520;true;false;Spanish;2;2022
22;https://static-cdn.jtvnw.net/jtv_user_pictures/4768cde5-29ff-4235-ad83-7f171116fa02-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;carlos_bosch;1166430;10815;537;108;3448;true;false;Spanish;2;2022
23;https://static-cdn.jtvnw.net/jtv_user_pictures/024a97a5-ba44-4665-b77c-69dc7678af44-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100;Alexby11;1153170;135;10664;8542;2926837;true;false;Spanish;2;2022
24;https://static-cdn.jtvnw.net/jtv_user_pictures/01cafc14-0477-4f4d-a4d1-655058922ff6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Spursito;1125735;465;6952;2421;945005;true;false;Spanish;2;2022
25;https://static-cdn.jtvnw.net/jtv_user_pictures/8c3b4fda-260b-41f5-ac30-6d79ac1c267b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;TNTSportsAR;1064520;3030;3169;351;89415;true;false;Spanish;2;2022
26;https://static-cdn.jtvnw.net/jtv_user_pictures/551506f6-16e7-4d94-9fa0-0f1da327baf9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Libertadores;1046595;3315;3348;316;30277;true;false;Spanish;2;2022
27;https://static-cdn.jtvnw.net/jtv_user_pictures/685db141-6172-4ca7-9c61-e009093f2d24-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;LaGradaSports;1031490;2910;676;354;2951;true;false;Spanish;2;2022
28;https://static-cdn.jtvnw.net/jtv_user_pictures/351639f2-59ec-4bc4-9fc9-e8f9d9da7035-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;VictorPalaciosDirectos;956925;3375;607;284;22014;true;false;Spanish;2;2022
29;https://static-cdn.jtvnw.net/jtv_user_pictures/028603bb-93ea-45d7-aa0e-f4c76dcc8d7a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;TeamDUX;889530;1680;3555;529;184959;true;false;Spanish;2;2022
30;https://static-cdn.jtvnw.net/jtv_user_pictures/ab1cf4c8-acf2-406d-86c9-d8840b62e466-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;ColgadisimosDelAro;782940;600;2021;1305;39490;false;false;Spanish;2;2022
31;https://static-cdn.jtvnw.net/jtv_user_pictures/d3c5bee7-21f6-4c02-82ad-b5025a003ee3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;javierareslive;756615;1320;4365;573;8404;true;false;Spanish;2;2022
32;https://static-cdn.jtvnw.net/jtv_user_pictures/df55a5fc-088d-4465-b48a-d45736ec52cb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;ByDiegoX10;738840;1110;1808;666;124605;true;false;Spanish;2;2022
33;https://static-cdn.jtvnw.net/jtv_user_pictures/3aa1b99e-10d8-4739-b6d7-4c6a7e6b02e1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;CatarsisXeneize;704475;1395;782;505;4694;true;false;Spanish;2;2022
34;https://static-cdn.jtvnw.net/jtv_user_pictures/62df0e12-24f5-4f09-bc29-684795503f3b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;blayasensat;641310;2100;641;305;10640;true;false;Spanish;2;2022
35;https://static-cdn.jtvnw.net/jtv_user_pictures/dfa1e5e9-8864-42a2-810c-d31a1ed5ac40-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;agorafutbol;603930;3720;916;162;6539;true;false;Spanish;2;2022
36;https://static-cdn.jtvnw.net/jtv_user_pictures/085a44b6-bd01-45a5-9c8f-73803e0d2ebc-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;mister_underdog;544740;990;921;550;18045;false;true;Spanish;2;2022
37;https://static-cdn.jtvnw.net/jtv_user_pictures/4364a8c3-1ff6-4c64-834f-9f8572fac1e2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Peereira7;538830;480;2215;1123;969851;true;false;Spanish;2;2022
38;https://static-cdn.jtvnw.net/jtv_user_pictures/bbcfaad0-b4d7-40c8-bfeb-04a92d9998b4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;demas6basket;526860;690;2452;764;55003;true;false;Spanish;2;2022
39;https://static-cdn.jtvnw.net/jtv_user_pictures/dd91f7e4-e7da-4942-afd2-362bcef8fd71-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;meritocraciablanca;521130;2685;396;194;1963;true;false;Spanish;2;2022
40;https://static-cdn.jtvnw.net/jtv_user_pictures/376cac2d-ca55-4d9f-ba1d-5d16547a55f0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;senen98;495450;3945;603;126;15449;true;false;Spanish;2;2022
41;https://static-cdn.jtvnw.net/jtv_user_pictures/fa358ea9-6b60-464a-bc56-3c088f218401-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;elreyguiri_f1;480885;390;3242;1233;102939;true;false;Spanish;2;2022
42;https://static-cdn.jtvnw.net/jtv_user_pictures/42f86f56-8669-49ed-90fc-e4f4eb8ae2c1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;JORNADAPERFECTA;467025;1590;921;294;6049;true;false;Spanish;2;2022
43;https://static-cdn.jtvnw.net/jtv_user_pictures/382dedff-ff48-4791-94c6-310f0c0e98e5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;MiguelAngelRomanTV;455475;2280;612;200;6167;true;false;Spanish;2;2022
44;https://static-cdn.jtvnw.net/jtv_user_pictures/42a97879-bf5c-4091-90d2-60f5a54e2459-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;hernanscastillo;424200;480;2295;884;8714;false;false;Spanish;2;2022
45;https://static-cdn.jtvnw.net/jtv_user_pictures/20709e41-a37f-43fe-b1a9-fcec73b50f4d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;PepeBrasin;419175;990;3432;423;7397;true;false;Spanish;2;2022
46;https://static-cdn.jtvnw.net/jtv_user_pictures/ec892f87-d0f3-464c-8892-3d457001f7c6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;rodrigofaez;418290;1890;1182;221;40269;true;false;Spanish;2;2022
47;https://static-cdn.jtvnw.net/jtv_user_pictures/28902f5e-ff03-43e5-b12f-d487f6698c83-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Deportes_Cuatro;401625;3765;1565;107;32995;true;false;Spanish;2;2022
