N;Logo;Channel;Watch time (mins);Stream time (mins);Peak viewers;Average viewers;Followers;Partnered;Mature;Language;mes;anyo
82;https://static-cdn.jtvnw.net/jtv_user_pictures/f534696c-5967-4873-b8af-1b09ba70d7bc-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Balon_de_icaro;246705;2730;230;90;1448;false;false;Spanish;8;2022
83;https://static-cdn.jtvnw.net/jtv_user_pictures/cbb2dbf1-9859-4954-8efb-11816c7e061f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;TerapiaDeportiva;246255;4530;429;54;4661;false;false;Spanish;8;2022
84;https://static-cdn.jtvnw.net/jtv_user_pictures/15a9512d-87ca-41cb-84cd-970e3fd4d71e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;dafonsekaoficial;241170;105;3757;2297;81555;true;false;Spanish;8;2022
85;https://static-cdn.jtvnw.net/jtv_user_pictures/adef994c-8b86-4f20-b5e1-302cfb351d2e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Pedro;240510;2355;748;102;90163;true;true;Spanish;8;2022
86;https://static-cdn.jtvnw.net/jtv_user_pictures/dd91f7e4-e7da-4942-afd2-362bcef8fd71-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;meritocraciablanca;234555;1710;228;137;3331;true;false;Spanish;8;2022
87;https://static-cdn.jtvnw.net/jtv_user_pictures/b01e3353-7cc9-409e-b37e-4973eacba88a-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100;fonsbg;222525;1335;1254;167;14593;true;false;Spanish;8;2022
88;https://static-cdn.jtvnw.net/jtv_user_pictures/affbdd15-ccdf-496a-8aa2-7d84308855ff-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;koyotitospa;219195;3750;112;58;827;true;false;Spanish;8;2022
89;https://static-cdn.jtvnw.net/jtv_user_pictures/3065af80-cd46-41a1-b3cd-4184a8eb7599-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Arigeli_;217740;855;619;255;28737;false;false;Spanish;8;2022
90;https://static-cdn.jtvnw.net/jtv_user_pictures/fa358ea9-6b60-464a-bc56-3c088f218401-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;elreyguiri_f1;208965;180;1499;1161;130793;true;false;Spanish;8;2022
91;https://static-cdn.jtvnw.net/jtv_user_pictures/8bc5a933-2d10-49c3-8fd7-85975ac6bc30-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;PlanetaNBA;204870;1725;207;119;13792;true;false;Spanish;8;2022
92;https://static-cdn.jtvnw.net/jtv_user_pictures/c4ef5483-0ea4-423e-9eee-858ca02a2598-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;yair_mtz_11;200550;495;2600;405;499;false;false;Spanish;8;2022
93;https://static-cdn.jtvnw.net/jtv_user_pictures/1bb320de-8001-491b-a9e1-252ae7f9c388-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;VictorAbadG;183780;270;1525;681;56718;true;false;Spanish;8;2022
94;https://static-cdn.jtvnw.net/jtv_user_pictures/fb0a8491-0c71-4d70-ac60-9269385df0d6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;andresmaese;176880;1410;269;125;833;false;false;Spanish;8;2022
95;https://static-cdn.jtvnw.net/jtv_user_pictures/98159816-f0ca-42ec-9043-dc57edf10ed8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;elRegate;169395;7500;150;23;2175;false;false;Spanish;8;2022
96;https://static-cdn.jtvnw.net/jtv_user_pictures/c736cfc3-6b55-4a6b-9c34-9c5b1e87964d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;sergio123pnz;163080;1665;246;98;2027;false;false;Spanish;8;2022
97;https://static-cdn.jtvnw.net/jtv_user_pictures/30ec81be-6616-4dfa-8fcf-0dc0dcb611ef-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;vitu;162405;375;932;433;187852;true;false;Spanish;8;2022
98;https://static-cdn.jtvnw.net/jtv_user_pictures/024a97a5-ba44-4665-b77c-69dc7678af44-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100;Alexby11;148545;45;3440;3301;3189462;true;false;Spanish;8;2022
99;https://static-cdn.jtvnw.net/jtv_user_pictures/a467d57f-351b-4fbf-85b7-bcd87266b35d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Kolderiu;148035;180;1638;822;725790;true;false;Spanish;8;2022
100;https://static-cdn.jtvnw.net/jtv_user_pictures/20709e41-a37f-43fe-b1a9-fcec73b50f4d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;PepeBrasin;144990;780;313;186;8357;true;false;Spanish;8;2022
1;https://static-cdn.jtvnw.net/jtv_user_pictures/49bdc39f-4b83-491b-8b99-8719ed8faca9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;gerardromero;86149530;6885;146129;12513;335481;true;false;Spanish;9;2022
2;https://static-cdn.jtvnw.net/jtv_user_pictures/574228be-01ef-4eab-bc0e-a4f6b68bedba-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;ibai;76084395;1050;181650;72461;11668110;true;false;Spanish;9;2022
3;https://static-cdn.jtvnw.net/jtv_user_pictures/d78d234a-f0b8-4805-96b1-d7bdf573e6c0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;ElChiringuitoTV;41593275;11430;28856;3639;753397;true;false;Spanish;9;2022
4;https://static-cdn.jtvnw.net/jtv_user_pictures/7fb4bdcc-e590-4ff7-b2bc-76e1532ddeb8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;DiarioMARCA;38117550;6915;45944;5512;18907;true;false;Spanish;9;2022
5;https://static-cdn.jtvnw.net/jtv_user_pictures/36e4e2a1-b0ca-408c-9f64-7c7d90230bc9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;MarkitoNavaja;24804255;1455;26593;17048;1818688;true;true;Spanish;9;2022
6;https://static-cdn.jtvnw.net/jtv_user_pictures/dc3dbbf9-bc8e-4506-93ed-43061eb9007e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;rubenmartinweb;19000575;5130;10164;3704;148212;true;false;Spanish;9;2022
7;https://static-cdn.jtvnw.net/jtv_user_pictures/74e7562e-4314-481a-b192-97d1fd8e21a7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;DiarioSport;13965705;3120;12024;4476;9159;false;false;Spanish;9;2022
8;https://static-cdn.jtvnw.net/jtv_user_pictures/5090c139-6fd2-4efa-bf9b-1ccf17170491-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;valentisanjuan;11127585;8415;4838;1322;171996;true;false;Spanish;9;2022
9;https://static-cdn.jtvnw.net/jtv_user_pictures/a4e0109e-617a-4634-9e59-644c9cf7cfb0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;CHIRINGUITO_SHOW_;8277795;6450;7855;1283;0;false;false;Spanish;9;2022
10;https://static-cdn.jtvnw.net/jtv_user_pictures/fc95cdd4-a423-411e-a41c-c1e689701faf-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100;LaMediaInglesa;7952385;2115;8758;3760;46350;true;false;Spanish;9;2022
11;https://static-cdn.jtvnw.net/jtv_user_pictures/b0d9b115-cd55-4197-a551-cfd9ddfd1296-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;SoyMotor;7389840;4515;5324;1637;96612;true;false;Spanish;9;2022
12;https://static-cdn.jtvnw.net/jtv_user_pictures/fab73bf0-54e5-44b1-8fcf-25c960d73dbd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;elyihi;5409180;3960;4125;1366;43572;true;false;Spanish;9;2022
13;https://static-cdn.jtvnw.net/jtv_user_pictures/5fccae4c-6bc1-4bdf-a082-240d223932f5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;PapaBuyer;5151270;6780;5335;760;334291;true;false;Spanish;9;2022
14;https://static-cdn.jtvnw.net/jtv_user_pictures/9d68493f-8ecd-447c-b740-3f9db6f02a77-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;elchiringuitoenvivo1;4839105;2895;4516;1672;5801;false;false;Spanish;9;2022
15;https://static-cdn.jtvnw.net/jtv_user_pictures/e504ebd7-7605-4208-9de3-66e28baffa8f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;sirolopez56;4605960;4230;9741;1089;278221;true;false;Spanish;9;2022
16;https://static-cdn.jtvnw.net/jtv_user_pictures/f8f5d294-5210-4e5d-a920-7570906eb34e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Futbol_Fantasy;3882450;1890;3908;2054;13159;true;false;Spanish;9;2022
17;https://static-cdn.jtvnw.net/jtv_user_pictures/376cac2d-ca55-4d9f-ba1d-5d16547a55f0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;senen98;3739965;5895;2757;634;29802;true;false;Spanish;9;2022
18;https://static-cdn.jtvnw.net/jtv_user_pictures/5b33a95b-29cd-45f5-a004-8ab5bfee4bfd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;tiempodejuegocope;3298155;6225;5947;530;27225;false;false;Spanish;9;2022
19;https://static-cdn.jtvnw.net/jtv_user_pictures/33cbfc9d-fefe-4aa1-8c51-0bcd03aebcfd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;elchiringuitodejugi;3184290;2760;3978;1154;2608;false;false;Spanish;9;2022
20;https://static-cdn.jtvnw.net/jtv_user_pictures/685db141-6172-4ca7-9c61-e009093f2d24-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;LaGradaSports;2800830;4995;3671;561;5377;true;false;Spanish;9;2022
21;https://static-cdn.jtvnw.net/jtv_user_pictures/d4a44084-7ee7-4816-800c-1f7fb2f5d8e3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Relevo_Deportes;2517510;4560;5876;552;20064;true;false;Spanish;9;2022
22;https://static-cdn.jtvnw.net/jtv_user_pictures/81af1a4f-bdbf-47db-8e00-7abadd74ca48-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;luquitarodriguez;2498730;720;5823;3470;348338;true;true;Spanish;9;2022
23;https://static-cdn.jtvnw.net/jtv_user_pictures/973e97e4-0613-479e-984f-fc97781f18e0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;MundoDeportivo1906;2463795;510;8182;4831;747;false;false;Spanish;9;2022
24;https://static-cdn.jtvnw.net/jtv_user_pictures/382dedff-ff48-4791-94c6-310f0c0e98e5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;MiguelAngelRomanTV;2285160;2745;2792;832;41977;true;false;Spanish;9;2022
25;https://static-cdn.jtvnw.net/jtv_user_pictures/b9ba7141-634c-4842-9b32-4936a00ca5ce-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;GxlDePaulinho;1950705;1350;4879;1445;31883;true;false;Spanish;9;2022
26;https://static-cdn.jtvnw.net/jtv_user_pictures/4768cde5-29ff-4235-ad83-7f171116fa02-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;carlos_bosch;1908900;9150;942;209;9812;true;false;Spanish;9;2022
27;https://static-cdn.jtvnw.net/jtv_user_pictures/ab1cf4c8-acf2-406d-86c9-d8840b62e466-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;ColgadisimosDelAro;1879065;1185;5089;1586;41746;false;false;Spanish;9;2022
28;https://static-cdn.jtvnw.net/jtv_user_pictures/8c3b4fda-260b-41f5-ac30-6d79ac1c267b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;TNTSportsAR;1771740;6810;8164;260;111485;true;false;Spanish;9;2022
29;https://static-cdn.jtvnw.net/jtv_user_pictures/7c4866ee-135a-4162-b94d-2d62f04ef8ae-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;JoseCarrasco_98;1605375;6660;465;241;15558;true;false;Spanish;9;2022
30;https://static-cdn.jtvnw.net/jtv_user_pictures/01cafc14-0477-4f4d-a4d1-655058922ff6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Spursito;1586010;720;7972;2203;1123171;true;false;Spanish;9;2022
31;https://static-cdn.jtvnw.net/jtv_user_pictures/dfa1e5e9-8864-42a2-810c-d31a1ed5ac40-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;agorafutbol;1553790;3405;2243;456;16198;true;false;Spanish;9;2022
32;https://static-cdn.jtvnw.net/jtv_user_pictures/3685ce16-41d5-4d56-a941-becb97300416-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;DAZNES;1428630;4965;1550;288;15609;true;false;Spanish;9;2022
33;https://static-cdn.jtvnw.net/jtv_user_pictures/8bc5a933-2d10-49c3-8fd7-85975ac6bc30-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;PlanetaNBA;1371390;2370;3196;579;14043;true;false;Spanish;9;2022
34;https://static-cdn.jtvnw.net/jtv_user_pictures/b09c0fe7-994d-4e55-b84c-644acac6467e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;NicoAbadTV;1248315;1545;4898;808;24320;true;false;Spanish;9;2022
35;https://static-cdn.jtvnw.net/jtv_user_pictures/df55a5fc-088d-4465-b48a-d45736ec52cb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;ByDiegoX10;1169940;2025;1385;578;147213;true;false;Spanish;9;2022
36;https://static-cdn.jtvnw.net/jtv_user_pictures/d653efac-0231-4e12-ba01-17074c0c08ff-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;generaldepie;1156035;6135;1561;188;10387;false;false;Spanish;9;2022
37;https://static-cdn.jtvnw.net/jtv_user_pictures/15329abd-b0f3-454d-97d8-1c574a68d1ae-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Baptistao;970185;1350;1063;719;229082;true;false;Spanish;9;2022
38;https://static-cdn.jtvnw.net/jtv_user_pictures/7315b5e5-11b2-4951-955f-048730072677-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;LaGrada914;895785;3495;1411;256;9787;true;true;Spanish;9;2022
39;https://static-cdn.jtvnw.net/jtv_user_pictures/628008cd-143f-473e-9ba1-5965921e011f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;primevideoes;817680;300;3664;2726;122293;true;false;Spanish;9;2022
40;https://static-cdn.jtvnw.net/jtv_user_pictures/51ed98e7-0829-4fec-866f-08336ce4bdbe-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;mazzatomas;738705;405;3081;1824;65715;true;true;Spanish;9;2022
41;https://static-cdn.jtvnw.net/jtv_user_pictures/78efa317-cd66-4b9a-8e92-ad856c86d05f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;2010misterchip;719040;1875;2025;383;86262;true;false;Spanish;9;2022
42;https://static-cdn.jtvnw.net/jtv_user_pictures/cd4c3665-229f-41bd-aa01-7d5c267536fb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Sergioyco;712035;3855;3147;185;1697;true;false;Spanish;9;2022
43;https://static-cdn.jtvnw.net/jtv_user_pictures/b41d3e0f-5502-482a-ad09-189523c0a0af-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Esportmaniacos;684615;615;2616;1113;162615;true;false;Spanish;9;2022
44;https://static-cdn.jtvnw.net/jtv_user_pictures/c743bd29-0584-41f4-9b1e-f51dc1f6a576-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;CerebroCule;665820;5460;380;122;8036;false;false;Spanish;9;2022
45;https://static-cdn.jtvnw.net/jtv_user_pictures/e3d1d5da-bcb3-47ed-9825-8be7556ce18c-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100;mancuer91;650895;1440;1677;452;62821;true;false;Spanish;9;2022
46;https://static-cdn.jtvnw.net/jtv_user_pictures/3aa1b99e-10d8-4739-b6d7-4c6a7e6b02e1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;CatarsisXeneize;632175;1425;1089;444;8550;true;false;Spanish;9;2022
47;https://static-cdn.jtvnw.net/jtv_user_pictures/a593710b-6daf-4801-a683-833da074eb37-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;BocaJrsTwitchOficial;631995;2820;845;224;21959;true;false;Spanish;9;2022
48;https://static-cdn.jtvnw.net/jtv_user_pictures/4ea6865c-6e0d-41e4-8a11-213bb51422e0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;jugadoresdedardos;627285;2640;585;238;3102;false;false;Spanish;9;2022
49;https://static-cdn.jtvnw.net/jtv_user_pictures/1bb320de-8001-491b-a9e1-252ae7f9c388-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;VictorAbadG;615795;705;1480;873;60695;true;false;Spanish;9;2022
50;https://static-cdn.jtvnw.net/jtv_user_pictures/a467d57f-351b-4fbf-85b7-bcd87266b35d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Kolderiu;579000;735;1464;788;738933;true;false;Spanish;9;2022
51;https://static-cdn.jtvnw.net/jtv_user_pictures/f830f14d-59d6-4d09-98b2-004f2638ecd2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;APieDePuerto;578985;3135;365;185;5323;false;false;Spanish;9;2022
52;https://static-cdn.jtvnw.net/jtv_user_pictures/d3843d1c-d6ce-4b4d-8fae-3b2d35f37949-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;TioJocker_play;549540;4230;335;130;6383;true;false;Spanish;9;2022
53;https://static-cdn.jtvnw.net/jtv_user_pictures/775cceb7-a57a-4256-b3c4-42e5b9953923-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;culesdelpueblo;541560;5745;4657;94;3074;false;true;Spanish;9;2022
54;https://static-cdn.jtvnw.net/jtv_user_pictures/7d462614-fd45-405c-a0d7-f628f68549e5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;SLAKUN10;513840;150;5559;3426;4072132;true;false;Spanish;9;2022
55;https://static-cdn.jtvnw.net/jtv_user_pictures/2074ae41-4290-4bfd-b686-88350592d345-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;TheGodFlores;512325;2115;395;242;3414;true;false;Spanish;9;2022
56;https://static-cdn.jtvnw.net/jtv_user_pictures/42f86f56-8669-49ed-90fc-e4f4eb8ae2c1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;JORNADAPERFECTA;486360;1740;970;280;7084;true;false;Spanish;9;2022
57;https://static-cdn.jtvnw.net/jtv_user_pictures/049c8575-d9f2-4db2-a3da-0f2ec36fb588-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Rodriguez;464325;2085;1493;223;8988;true;false;Spanish;9;2022
58;https://static-cdn.jtvnw.net/jtv_user_pictures/b792f692-f7ab-4e43-9849-310db50e8ff7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;sergiobasket_vlogs;462960;2895;500;160;4599;true;false;Spanish;9;2022
59;https://static-cdn.jtvnw.net/jtv_user_pictures/bd982e62-9bca-4ab6-8adc-d0d182021a32-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;SalvatoRRR_OMG;447885;5265;1006;85;4085;false;false;Spanish;9;2022
60;https://static-cdn.jtvnw.net/jtv_user_pictures/15a9512d-87ca-41cb-84cd-970e3fd4d71e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;dafonsekaoficial;444240;90;7241;4936;84287;true;false;Spanish;9;2022
61;https://static-cdn.jtvnw.net/jtv_user_pictures/c4ef5483-0ea4-423e-9eee-858ca02a2598-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;yair_mtz_11;423300;1140;2334;371;1098;false;false;Spanish;9;2022
62;https://static-cdn.jtvnw.net/jtv_user_pictures/82a975cf-693b-4a17-a00c-d8703fb991ae-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;100yardas;413805;1290;803;321;6873;true;false;Spanish;9;2022
63;https://static-cdn.jtvnw.net/jtv_user_pictures/eb0791ad-e811-434c-852d-0236c1d9050a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;MARCAvalladolid;404730;1725;1350;235;4777;true;false;Spanish;9;2022
64;https://static-cdn.jtvnw.net/jtv_user_pictures/58d4bee8-b7ce-45de-baad-a54b06c134bf-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Vazu97;395415;2490;425;159;5580;false;false;Spanish;9;2022
65;https://static-cdn.jtvnw.net/jtv_user_pictures/0863a784-e4b5-46ac-8ece-56151632fbc2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;BarcaHoy;391335;4350;601;90;12180;false;false;Spanish;9;2022
66;https://static-cdn.jtvnw.net/jtv_user_pictures/bcfc337d-c2b0-46b3-b86d-570e748b98f4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;MarcVidiella;365220;3240;610;113;5185;true;false;Spanish;9;2022
67;https://static-cdn.jtvnw.net/jtv_user_pictures/8f1ad7b5-a3cc-4358-b05b-1a85f4e039d0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;SalvaGarciaJ;358725;3405;931;105;7348;true;false;Spanish;9;2022
