N;titulo;canal;País;Tipo;id;enlace;date;anyo;mes
251;Mexican Street Food 🇲🇽!! ULTIMATE TACOS TOUR 🌮 in Tijuana, Mexico! (Part 1);Mark Wiens;Tijuana, México;Comida;UT4hPMISonI;https://www.youtube.com/watch?v=UT4hPMISonI;2020-05-13T13:00:22Z;2020;5
252;Fire Noodle Challenge w/ Mark Wiens and Food Ranger!! (10x SPICE!!);Best Ever Food Review Show;N/A;Comida;ytNjp0_qVng;https://www.youtube.com/watch?v=ytNjp0_qVng;2020-05-10T12:59:34Z;2020;5
253;AS VÍTIMAS DO VULCÃO VESÚVIO QUE VIRARAM PEDRA E A ASSUSTADORA CIDADE DE POMPEIA NA ITÁLIA  -  Ep. 150;Viaje Por Conta;Italia;Viaje;M-QmUR7kxP8;https://www.youtube.com/watch?v=M-QmUR7kxP8;2020-05-10T21:29:22Z;2020;5
254;Planet Poor Vs Planet Rich;Nas Daily;N/A;Documentales;yZddVF6GRww;https://www.youtube.com/watch?v=yZddVF6GRww;2020-05-23T12:00:29Z;2020;5
255;How Brie De Meaux Cheese Is Made In France  -  Regional Eats;Insider Food;Francia;Comida;cGa4ZJF2Nr8;https://www.youtube.com/watch?v=cGa4ZJF2Nr8;2020-05-19T16:00:15Z;2020;5
256;Нил  -  Дикие реки Африки  -  Discovery;Discovery Channel Россия;N/A;Documentales;04a6gBeftbY;https://www.youtube.com/watch?v=04a6gBeftbY;2020-06-29T09:53:32Z;2020;6
257;Vietnam $100 Street Food Challenge!! Best Street Food in Saigon!!!;Best Ever Food Review Show;Vietnam;Comida;767xPIjTm2A;https://www.youtube.com/watch?v=767xPIjTm2A;2020-06-07T12:27:52Z;2020;6
258;Shihmen Reservoir Live Cam 石門水庫即時影像;桃園智慧旅遊雲 Taoyuan Travel;N/A;Viaje;1OTZ9rjFv78;https://www.youtube.com/watch?v=1OTZ9rjFv78;2020-06-05T00:43:21Z;2020;6
259;Daxi Old Street Live Cam 大溪老街即時影像;桃園智慧旅遊雲 Taoyuan Travel;N/A;Viaje;z_mlibCfgFI;https://www.youtube.com/watch?v=z_mlibCfgFI;2020-06-05T01:20:11Z;2020;6
260;Top 10 SCARIEST Underwater Animatronics - SUBMECHANOPHOBIA;Theme Park Crazy;N/A;Documentales;PN4oIDXpL3w;https://www.youtube.com/watch?v=PN4oIDXpL3w;2020-06-12T14:59:18Z;2020;6
261;1년이라도 아이들 옆에 있고 싶어 시작한 여행_달려라 미니버스, 빼빼가족 유라시아 여행기;KBS여행 걸어서 세계속으로;N/A;Viaje;JDv9P6TEfi4;https://www.youtube.com/watch?v=JDv9P6TEfi4;2020-06-24T08:00:13Z;2020;6
262;"The Halal Guys&#39; Chicken And Gyro Platter Is NYC’s Most Legendary Street Food  -  Legendary Eats";Insider Food;Nueva York, Estados Unidos;Comida;emmXWi4iAW4;https://www.youtube.com/watch?v=emmXWi4iAW4;2020-06-10T20:00:05Z;2020;6
263;Why Real Saffron Is So Expensive  -  So Expensive;Insider Business;N/A;Documentales;fP2WUnBjmkk;https://www.youtube.com/watch?v=fP2WUnBjmkk;2020-06-27T15:00:08Z;2020;6
264;Каспийское море  -  Природа Ближнего Востока  -  Discovery;Discovery Channel Россия;N/A;Documentales;jpmJC4qBILs;https://www.youtube.com/watch?v=jpmJC4qBILs;2020-06-21T19:00:12Z;2020;6
265;10 Street Foods UNDER $1 in Saigon, Vietnam!!! Street Food Dollar Menu 2!!;Best Ever Food Review Show;Vietnam;Comida;c_erjcMFT1M;https://www.youtube.com/watch?v=c_erjcMFT1M;2020-06-24T12:26:04Z;2020;6
266;Top 7 Extinct Disney World Secrets;TPMvids;N/A;Documentales;Thu3arsUWn4;https://www.youtube.com/watch?v=Thu3arsUWn4;2020-06-14T18:15:11Z;2020;6
267;"Five Noodles You&#39;ve NEVER Seen!!! Asia&#39;s Best Street Food!!";Best Ever Food Review Show;Asia;Comida;6C3zYe9mO_U;https://www.youtube.com/watch?v=6C3zYe9mO_U;2020-06-14T12:25:56Z;2020;6
268;How French Baguettes Are Made In Paris  -  Regional Eats  -  Insider Food;Insider Food;París, Francia;Comida;ffgZP-ZKKtI;https://www.youtube.com/watch?v=ffgZP-ZKKtI;2020-06-11T16:00:19Z;2020;6
269;"The Sahara Desert&#39;s Dangerous Railway";TRACKS - Travel Documentaries;N/A;Documentales;QoISYHup7hQ;https://www.youtube.com/watch?v=QoISYHup7hQ;2020-06-27T19:00:02Z;2020;6
270;Vueling - Es el momento de levantar el vuelo;Vueling;N/A;Viaje;RTJP0i6zxnU;https://www.youtube.com/watch?v=RTJP0i6zxnU;2020-06-29T07:13:42Z;2020;6
271;Venezuela / Most Dangerous City on Planet / How People Live;Anton is here;Venezuela;Viaje;2n7mK3dYOLw;https://www.youtube.com/watch?v=2n7mK3dYOLw;2020-07-31T12:48:43Z;2020;7
272;10 स्थान जो वास्तविक नहीं लगते हैं  -  Mysterious Places on Earth;Top 10 Hindi;N/A;Documentales;nNrjWlC2MvI;https://www.youtube.com/watch?v=nNrjWlC2MvI;2020-07-07T13:30:04Z;2020;7
273;"The Truth Behind Italy&#39;s $1 Homes";Insider Business;Italia;Documentales;nP2vtDLTAgM;https://www.youtube.com/watch?v=nP2vtDLTAgM;2020-07-30T21:29:33Z;2020;7
274;She Escaped North Korea (to America). Crazy Story.;Drew Binsky;Corea del Norte, Estados Unidos;Viaje;qzGOkg5BYQY;https://www.youtube.com/watch?v=qzGOkg5BYQY;2020-07-14T17:00:12Z;2020;7
275;"Virtual Viewing: Disney Cruise Line’s &#39;Tangled: The Musical&#39;  -  #DisneyMagicMoments";Disney Parks;N/A;Entretenimiento;XFiQWzU5wSQ;https://www.youtube.com/watch?v=XFiQWzU5wSQ;2020-07-24T23:03:55Z;2020;7
276;The Most Iconic Food In Every State  -  50 State Favorites;Insider Food;Estados Unidos;Comida;Wxdj970RM7M;https://www.youtube.com/watch?v=Wxdj970RM7M;2020-07-04T20:00:03Z;2020;7
277;"Eating Asia&#39;s MOST VENOMOUS FISH!!! $4 Fish Vs $134 Fish!!";Best Ever Food Review Show;Asia;Comida;X3oxAVgoAsk;https://www.youtube.com/watch?v=X3oxAVgoAsk;2020-07-19T12:26:41Z;2020;7
278;Making a Basket from PINE NEEDLES  -  Start to Finish Project;Wild She Goes;N/A;Artesanía;YfWoYF2Kfg8;https://www.youtube.com/watch?v=YfWoYF2Kfg8;2020-07-16T14:45:03Z;2020;7
279;"Inside India&#39;s most iconic hotel, Taj Lake Palace (Udaipur): full tour";the Luxury Travel Expert;India;Viaje;J46BmbWp_lM;https://www.youtube.com/watch?v=J46BmbWp_lM;2020-07-18T08:00:04Z;2020;7
280;Автодом НИВА — хоть сейчас в отпуск!;808;N/A;Viaje;WDFB_AoSWD4;https://www.youtube.com/watch?v=WDFB_AoSWD4;2020-07-24T13:34:17Z;2020;7
281;"Dubai&#39;s Crazy Underwater Train and Other Things #Only in Dubai";Destination Tips;Dubái;Viaje;0nZuYyXET3s;https://www.youtube.com/watch?v=0nZuYyXET3s;2020-07-14T13:00:00Z;2020;7
282;BOAT TOUR: The Modern Interior of our 50 yr old DREAM YACHT — Sailing Uma [Step 225];Sailing Uma;N/A;Viaje;8qtMHgXM-7I;https://www.youtube.com/watch?v=8qtMHgXM-7I;2020-07-09T12:06:29Z;2020;7
283;10 Best Places to Visit in Canada - Travel Video;touropia;Canadá;Viaje;BHdIQy00_p4;https://www.youtube.com/watch?v=BHdIQy00_p4;2020-07-07T18:31:36Z;2020;7
284;Roasting 25 OYSTER FLAVORS!! Extreme BBQ Tour in Vietnam!!;Best Ever Food Review Show;Vietnam;Comida;Y0nI-MwvQ1Q;https://www.youtube.com/watch?v=Y0nI-MwvQ1Q;2020-07-01T12:28:09Z;2020;7
285;Exploring Singapore ⁠— Little India;VisitSingapore;Singapur;Viaje;0DMSRq4ELQA;https://www.youtube.com/watch?v=0DMSRq4ELQA;2020-07-22T10:00:01Z;2020;7
286;Taiwanese Egg Fried Rice / 台式蛋炒飯 - Wok Skills in Taiwan;Terry Films;Taiwán;Comida;3pfhUeLMnsM;https://www.youtube.com/watch?v=3pfhUeLMnsM;2020-08-12T09:00:03Z;2020;8
287;redBus #JourneyForDreams  -  62 Sec (Telugu);redBus;N/A;Viaje;7yFCRvcKE-s;https://www.youtube.com/watch?v=7yFCRvcKE-s;2020-08-02T09:38:12Z;2020;8
288;"World Famous CHAMPARAN MEAT CURRY aka Ahuna/Handi Meat - Story, recipe &amp; tasting";Delhi Food Walks;N/A;Comida;cQWET-A7FQc;https://www.youtube.com/watch?v=cQWET-A7FQc;2020-08-08T15:30:02Z;2020;8
289;Chicago’s Famous Cake Shake Is A Portillo’s Staple  -  Legendary Eats  -  Food Insider;Insider Food;Chicago, Estados Unidos;Comida;6Xf858oNEak;https://www.youtube.com/watch?v=6Xf858oNEak;2020-08-11T16:00:01Z;2020;8
290;29 Types Of Bread Around The World  -  Around The World  -  Food Insider;Insider Food;N/A;Comida;C8U23AS1irY;https://www.youtube.com/watch?v=C8U23AS1irY;2020-08-22T16:00:04Z;2020;8
291;The most emotional moments of wildlife filmmakers;Free High-Quality Documentaries;N/A;Documentales;nJPZDRVnlXY;https://www.youtube.com/watch?v=nJPZDRVnlXY;2020-08-14T18:33:33Z;2020;8
292;Venice, Italy Canal Tour - Beautiful Scenery;Prowalk Tours;Venecia, Italia;Viaje;riZWEoGKyuU;https://www.youtube.com/watch?v=riZWEoGKyuU;2020-08-22T13:00:04Z;2020;8
293;"Top 10 Disney Fails, Ride Breakdowns &amp; Malfunctions Pt 3 Walt Disney World &amp; Disneyland";TPMvids;N/A;Entretenimiento;9ebYlay7WkE;https://www.youtube.com/watch?v=9ebYlay7WkE;2020-08-16T18:00:10Z;2020;8
294;Day in the Life of a Japanese Space Engineer;Paolo fromTOKYO;Japón;Viaje;kng_XD8qbwo;https://www.youtube.com/watch?v=kng_XD8qbwo;2020-08-21T23:59:06Z;2020;8
295;Barcelona Beach Walk at Platja de Les Barques Montgat;Onel's Travel Walker;Barcelona, España;Viaje;C4it1Dzwvi8;https://www.youtube.com/watch?v=C4it1Dzwvi8;2020-08-18T10:45:55Z;2020;8
296;Deadliest Journeys - Peru: Vertigo In The Andes;Best Documentary;Perú;Documentales;l2bcXMObUg4;https://www.youtube.com/watch?v=l2bcXMObUg4;2020-08-16T00:00:10Z;2020;8
297;Greenland - The Largest Island in the World;Free High-Quality Documentaries;Groenlandia;Documentales;RLn7d6YdMys;https://www.youtube.com/watch?v=RLn7d6YdMys;2020-08-28T13:11:23Z;2020;8
298;PATIALA Food Tour  -  Tasty CHANA KULCHA + Best Paneer Pakoda + FORMULA Chai + Patiala PEG;Delhi Food Walks;N/A;Comida;GfSvEuyIKUI;https://www.youtube.com/watch?v=GfSvEuyIKUI;2020-08-29T15:39:08Z;2020;8
299;Borneo: The Jungle Convoy  -  Deadliest Journeys;Best Documentary;Borneo;Documentales;tc_BcGTRqL8;https://www.youtube.com/watch?v=tc_BcGTRqL8;2020-08-08T00:00:09Z;2020;8
300;"Staying at a Traditional Japanese Inn  -  Ryokan &amp; Onsen Etiquette  -  japan-guide.com";japan-guide.com;Japón;Viaje;FdYiNdI2kPE;https://www.youtube.com/watch?v=FdYiNdI2kPE;2020-08-18T20:00:01Z;2020;8
301;#FomeDeBigMac;McDonald's Brasil;N/A;Comida;VfDn7AenQkI;https://www.youtube.com/watch?v=VfDn7AenQkI;2020-09-01T13:41:09Z;2020;9
302;ETIHAD AIRBUS A380 Takeoff Abu Dhabi  -  Flight Deck GoPro View;Just Planes;Abu Dhabi;Viaje;uEgw2p8J0ZA;https://www.youtube.com/watch?v=uEgw2p8J0ZA;2020-09-20T13:00:11Z;2020;9
303;The Fascinating World of Deep Mountain Lakes;Free High-Quality Documentaries;N/A;Documentales;s3646uo0Ruw;https://www.youtube.com/watch?v=s3646uo0Ruw;2020-09-14T13:38:18Z;2020;9
304;Day in the Life of a Japanese Butcher Shop Owner;Paolo fromTOKYO;Japón;Viaje;HObPSeLxmu0;https://www.youtube.com/watch?v=HObPSeLxmu0;2020-09-25T23:59:46Z;2020;9
305;Discover Jetex;Jetex;N/A;Viaje;u6adZnsl3cg;https://www.youtube.com/watch?v=u6adZnsl3cg;2020-09-01T08:01:24Z;2020;9
306;Strawberry Souffle Pancake with Whipped Cream - Korean dessert;Yummy Yammy;N/A;Comida;c0xMhLmOXx8;https://www.youtube.com/watch?v=c0xMhLmOXx8;2020-09-11T12:37:10Z;2020;9
307;수제반죽 슈크림 과일 와플 / Fruit Cream Waffles - Korean Street Food;야미보이 Yummyboy;N/A;Comida;d_0v6ROY6a0;https://www.youtube.com/watch?v=d_0v6ROY6a0;2020-09-19T13:00:08Z;2020;9
308;Vacaciones FamilyTube en Torazo Asturias;FamilyTube;Torazo, Asturias;Viaje;m7guQ7LUVzE;https://www.youtube.com/watch?v=m7guQ7LUVzE;2020-09-12T18:00:09Z;2020;9
309;Coca-Cola is Killing Thousands in This Mexican Town;Drew Binsky;México;Viaje;OuF19EAP9E0;https://www.youtube.com/watch?v=OuF19EAP9E0;2020-09-05T18:12:36Z;2020;9
310;$10 Snail VS $120 Snail!!! Rare GIANT Seafood in Asia!!;Best Ever Food Review Show;Asia;Comida;oam0XbTFkyo;https://www.youtube.com/watch?v=oam0XbTFkyo;2020-09-20T12:26:20Z;2020;9
311;핀란드의 군사 도시, 하미나에서 일으킨 돌풍! 국방부 전통악대 (KBS_2018.09.29 방송);KBS여행 걸어서 세계속으로;Finlandia;Viaje;741mR6oytes;https://www.youtube.com/watch?v=741mR6oytes;2020-09-29T08:00:12Z;2020;9
312;BABY SWIM LESSONS - The Ultimate Routine to Help Our 2 YR OLD Swim and Deep Dive Underwater;The Bucket List Family;N/A;Viaje;QZ94pRB8obU;https://www.youtube.com/watch?v=QZ94pRB8obU;2020-09-06T15:00:10Z;2020;9
313;"US vs UK Domino&#39;s  -  Food Wars";Insider Food;N/A;Comida;kgC1zDCeI2g;https://www.youtube.com/watch?v=kgC1zDCeI2g;2020-09-06T16:00:16Z;2020;9
314;How Fries Are Enjoyed Around The World  -  Insider Food;Insider Food;N/A;Comida;qn4d5SXtxoM;https://www.youtube.com/watch?v=qn4d5SXtxoM;2020-09-05T16:00:10Z;2020;9
315;🔴 World  Live Cam - Live Webcam around the World;I Love You Venice;N/A;Viaje;8KGXSjtS5pk;https://www.youtube.com/watch?v=8KGXSjtS5pk;2020-09-29T09:00:04Z;2020;9
316;Amazing Skills of Blowfish Toxic Cleaning and Fried Blowfish - Korean Food [ASMR];딜라이트 Delight;N/A;Comida;A2hZcoYRUPU;https://www.youtube.com/watch?v=A2hZcoYRUPU;2020-10-25T03:00:04Z;2020;10
317;airasia.com - the Asean super app for everyone;airasia Superapp;N/A;Viaje;QdLe9XgUYRg;https://www.youtube.com/watch?v=QdLe9XgUYRg;2020-10-08T02:00:07Z;2020;10
318;А man who was inside Chernobyl reactor.;Anton somewhere;N/A;Viaje;fzVNdSVmxB0;https://www.youtube.com/watch?v=fzVNdSVmxB0;2020-10-12T15:59:26Z;2020;10
319;25 Most Beautiful Destinations in Europe - Travel Video;touropia;Europa;Viaje;7lvXbfNBIQg;https://www.youtube.com/watch?v=7lvXbfNBIQg;2020-10-15T12:37:17Z;2020;10
320;US vs UK Subway  -  Food Wars;Insider Food;N/A;Comida;xMa7EGVRiak;https://www.youtube.com/watch?v=xMa7EGVRiak;2020-10-18T16:00:14Z;2020;10
321;How Tomato Sauce Is Made In Italy  -  Regional Eats  -  Food Insider;Insider Food;Italia;Comida;0CsZN_Mtyc8;https://www.youtube.com/watch?v=0CsZN_Mtyc8;2020-10-20T16:00:00Z;2020;10
322;Blenheim Cam Sponsored by Shoe Centre Dawlish - Live UK Beach Cam Devon;Dawlish Beach Cams;Devon, Reino Unido;Viaje;xsD21zBb73o;https://www.youtube.com/watch?v=xsD21zBb73o;2020-10-15T06:24:13Z;2020;10
323;How Icelandic Fermented Shark Is Made  -  Regional Eats  -  Food Insider;Insider Food;Islandia;Comida;QnjtnzyTNoQ;https://www.youtube.com/watch?v=QnjtnzyTNoQ;2020-10-03T16:00:09Z;2020;10
324;"Meeting the World&#39;s Tallest Man (8.2 ft, 251 cm)";Drew Binsky;N/A;Viaje;JrLzhQA_yWQ;https://www.youtube.com/watch?v=JrLzhQA_yWQ;2020-10-11T14:00:04Z;2020;10
325;"Top 10 Disney Fails &amp; Animatronic Malfunctions Pt 11";TPMvids;N/A;Entretenimiento;8Kt6n1_3dYk;https://www.youtube.com/watch?v=8Kt6n1_3dYk;2020-10-11T17:37:12Z;2020;10
326;Popular Fast-Food Restaurants In Every State  -  50 State Favorites;Insider Food;N/A;Comida;CKnGXZxK7zs;https://www.youtube.com/watch?v=CKnGXZxK7zs;2020-10-31T16:00:03Z;2020;10
327;Citi: To Have a Home;Citi;N/A;Publicidad;JsBzIW13Gw0;https://www.youtube.com/watch?v=JsBzIW13Gw0;2020-10-26T12:44:15Z;2020;10
328;Untold Archaeology of the Temple Mount — Rare Footage;Sergio & Rhoda in Israel;Israel;Documentales;h3W9iX0SnCo;https://www.youtube.com/watch?v=h3W9iX0SnCo;2020-10-11T13:30:02Z;2020;10
329;From sea to table  -  Seafood in Norway  -  Visit Norway;Visit Norway;Noruega;Viaje;MvPXuvSMh6M;https://www.youtube.com/watch?v=MvPXuvSMh6M;2020-10-16T09:41:03Z;2020;10
330;[EDUC] HOW TO BUTCHER A COW OF MEAT / PROCESS OF MAKING BEEF, Korean beef dismantling work / 한우 발골;CookingBoy 쿠킹보이;N/A;Comida;P3XuOAthNtg;https://www.youtube.com/watch?v=P3XuOAthNtg;2020-10-31T15:01:15Z;2020;10
331;Dubai through the eyes of: Lost LeBlanc  -  Visit Dubai;Visit Dubai;Dubai;Viaje;xGi0EZkPWhI;https://www.youtube.com/watch?v=xGi0EZkPWhI;2020-11-01T06:05:24Z;2020;11
332;Disney Cruise Line’s ‘Frozen, A Musical Spectacular’  -  #DisneyMagicMoments;Disney Parks;N/A;Entretenimiento;BgL3vp8bEK0;https://www.youtube.com/watch?v=BgL3vp8bEK0;2020-11-07T00:07:53Z;2020;11
333;"30 Day Survival Challenge - Texas: THE MOVIE (Catch &amp; Cook)";Fowler's Makery and Mischief;Texas, Estados Unidos;Viaje;ome_F9HzPg4;https://www.youtube.com/watch?v=ome_F9HzPg4;2020-11-21T03:14:22Z;2020;11
334;25 Most Beautiful Destinations in America - Travel Video;touropia;Estados Unidos;Viaje;NUDBwBJeKvY;https://www.youtube.com/watch?v=NUDBwBJeKvY;2020-11-05T21:37:37Z;2020;11
335;US vs UK Burger King  -  Food Wars;Insider Food;N/A;Comida;vsofSoht7TQ;https://www.youtube.com/watch?v=vsofSoht7TQ;2020-11-08T17:00:29Z;2020;11
336;US Army Jungle Warfare Expert Rates 10 Jungle Warfare Scenes in Movies  -  How Real Is It?;Insider;N/A;Entretenimiento;aKW_THDHjXA;https://www.youtube.com/watch?v=aKW_THDHjXA;2020-11-24T18:00:00Z;2020;11
337;"Celebrate 40 Years of Disney and Make-A-Wish With New Short Film  -  Disney &amp; Make-A-Wish";Disney Parks;N/A;Entretenimiento;NeNHiUrA34U;https://www.youtube.com/watch?v=NeNHiUrA34U;2020-11-09T13:06:41Z;2020;11
338;Air Canada: Gift of Travel;Air Canada;N/A;Viaje;i0Boj8FGjh4;https://www.youtube.com/watch?v=i0Boj8FGjh4;2020-11-17T12:53:03Z;2020;11
339;LA PIETÀ DI JAGO - Il “nuovo Michelangelo”;Progetto Happiness;N/A;Entretenimiento;ZsS7fy5VHZM;https://www.youtube.com/watch?v=ZsS7fy5VHZM;2020-11-11T13:02:51Z;2020;11
340;How Tea Is Enjoyed Around The World;Insider Food;N/A;Comida;ZgvO--dGLjY;https://www.youtube.com/watch?v=ZgvO--dGLjY;2020-11-07T17:00:18Z;2020;11
341;"Johnnie&#39;s Iconic Italian Beef Is A Delicious Mess Of Beef And Gravy  -  Legendary Eats  -  Insider Food";Insider Food;N/A;Comida;nojaKlA7MoU;https://www.youtube.com/watch?v=nojaKlA7MoU;2020-11-10T17:00:13Z;2020;11
342;$2 Burger VS $100 Burger!! LUXURIOUS Burger Experience!!;Best Ever Food Review Show;N/A;Comida;7TBAn4vztCQ;https://www.youtube.com/watch?v=7TBAn4vztCQ;2020-11-01T12:23:35Z;2020;11
343;10 Best Places to Visit in Malaysia - Travel Video;touropia;Malasia;Viaje;sKDQFvw-wrM;https://www.youtube.com/watch?v=sKDQFvw-wrM;2020-11-19T12:37:55Z;2020;11
344;The Best Pancakes In NYC  -  Best In Town;Insider Food;Nueva York, Estados Unidos;Comida;-AWHNuSlq2A;https://www.youtube.com/watch?v=-AWHNuSlq2A;2020-11-05T18:00:01Z;2020;11
345;Day in the Life of a Japanese Politician;Paolo fromTOKYO;Japón;Viaje;IsLFm5SSJyQ;https://www.youtube.com/watch?v=IsLFm5SSJyQ;2020-11-20T23:59:07Z;2020;11
346;Vui học tiếng anh  -  Động từ theo sau là V-ing;Kiến Thức & Đời Sống;N/A;Educación;oS_OHkNePPI;https://www.youtube.com/watch?v=oS_OHkNePPI;2020-12-23T07:09:30Z;2020;12
347;A World luxurious ship  -  சொகுசு கப்பல்  -  Ovation of the Seas  -  Royal carribbean international;PUDUVAI SUDHAKAR;N/A;Viaje;dfm_HMPlKKg;https://www.youtube.com/watch?v=dfm_HMPlKKg;2020-12-11T18:17:52Z;2020;12
348;Why Caviar is so DANG Expensive!!! From Farm to Fine Dining!!;Best Ever Food Review Show;N/A;Comida;LKweTGIof3k;https://www.youtube.com/watch?v=LKweTGIof3k;2020-12-19T12:27:30Z;2020;12
349;택배주문 많은곳! 시그니처 뚱카롱 3종 ( 조개롱, 슈팅스타, 초코누텔라 )  / Korean fat macaron - Korean street food;푸드킹덤 Food Kingdom;N/A;Comida;5g3JLRazIEg;https://www.youtube.com/watch?v=5g3JLRazIEg;2020-12-05T10:00:01Z;2020;12
350;NordicTrack - Outside of Ordinary;NordicTrack;N/A;Deporte;tHIoY9yZvkk;https://www.youtube.com/watch?v=tHIoY9yZvkk;2020-12-11T21:13:31Z;2020;12
351;How to BEAT a LUXURY BUFFET!!! UNLIMITED SEAFOOD!!;Best Ever Food Review Show;N/A;Comida;YBH6JjRoPT4;https://www.youtube.com/watch?v=YBH6JjRoPT4;2020-12-20T12:25:39Z;2020;12
352;Most Dangerous State of Mexico / Narcos War Zones / How people live;Anton is here;México;N/A;aN4_Htzltjc;https://www.youtube.com/watch?v=aN4_Htzltjc;2020-12-25T10:30:00Z;2020;12
353;"$5 Oyster VS $100 Oyster w/ Vietnam&#39;s OYSTER KING!!";Best Ever Food Review Show;N/A;Comida;sLLRcoB_DsU;https://www.youtube.com/watch?v=sLLRcoB_DsU;2020-12-09T13:28:58Z;2020;12
354;A message from New Zealand;100% Pure New Zealand;Nueva Zelanda;Viaje;5fiodOY8Qbs;https://www.youtube.com/watch?v=5fiodOY8Qbs;2020-12-20T07:55:29Z;2020;12
355;Los hallazgos de oro más emocionantes  -  Fiebre del Oro: El desafío de Parker  -  Discovery En Español;Discovery en Español;N/A;Entretenimiento;HN9z2ixMTHU;https://www.youtube.com/watch?v=HN9z2ixMTHU;2020-12-19T21:15:00Z;2020;12
356;Parker encuentra primera pepita de oro  -  Fiebre del Oro: El desafío de Parker  -  Discovery En Español;Discovery en Español;N/A;Entretenimiento;wPNX0p8vqSE;https://www.youtube.com/watch?v=wPNX0p8vqSE;2020-12-06T21:15:00Z;2020;12
357;Inside a GHOST TOWN of Abandoned Disney Castles;Fearless & Far;N/A;Viaje;DRzpDqqB2fk;https://www.youtube.com/watch?v=DRzpDqqB2fk;2020-12-13T10:00:09Z;2020;12
358;(HACCP ver) HOW TO BUTCHER AN ENTIRE COW - The process by which beef is made  / 소발골,발골교육,신부축산;CookingBoy 쿠킹보이;N/A;Comida;twrzrQxL8_s;https://www.youtube.com/watch?v=twrzrQxL8_s;2020-12-26T09:52:43Z;2020;12
359;Top 10 Villages of SWITZERLAND – Most beautiful Swiss Towns – Best Places [Full Travel Guide];Djemo Graphic;Suiza;Viaje;b40b9FsTNaI;https://www.youtube.com/watch?v=b40b9FsTNaI;2020-12-19T09:00:11Z;2020;12
360;Looks Like You Need To Joyscroll;Inspired by Iceland;Islandia;Viaje;1D1BrZgIKGc;https://www.youtube.com/watch?v=1D1BrZgIKGc;2020-12-09T10:19:45Z;2020;12
361;칼로리는 잊으세요~ 초콜릿폭탄! 대왕 페레로 초코케익 -정항우케익 / King Ferrero Chocolate Cake-Korean Food Factory;푸드킹덤 Food Kingdom;N/A;Comida;BcUcPcIDLEo;https://www.youtube.com/watch?v=BcUcPcIDLEo;2021-01-31T13:45:32Z;2021;1
362;"&quot;50개씩 사가는 사람도 있지!&quot; 30년동안 천원짜리 계란빵만 구우신 할아버지┃$0.9 Original egg bread, Korean street food";푸디랜드 FoodieLand;N/A;Comida;WbCvNP_-Cw0;https://www.youtube.com/watch?v=WbCvNP_-Cw0;2021-01-18T11:16:16Z;2021;1
363;World Men’s Handball Championship...Egypt 2021;Experience Egypt;Egipto;Deporte;-bfcSuV6lSc;https://www.youtube.com/watch?v=-bfcSuV6lSc;2021-01-09T20:15:39Z;2021;1
364;국내유일 특허받은 초콜릿 백설기!? 떡 명인의 쫀득한 초코설기 Making chocolate rice cake - Korean street food;Yummy Yammy;N/A;Comida;-g29Q7_JOkk;https://www.youtube.com/watch?v=-g29Q7_JOkk;2021-01-18T13:01:13Z;2021;1
365;"[Full Ver] How to dismantle a large tuna / Make a master&#39;s sashimi / Try tuna right away / 참치해체&amp;회뜨기";CookingBoy 쿠킹보이;N/A;Comida;pT7twSH9roY;https://www.youtube.com/watch?v=pT7twSH9roY;2021-01-01T08:59:41Z;2021;1
366;Turkmenistán, el país más insólito del mundo;Un Mundo Inmenso;Turkmenistán;Viaje;IRRWFgg-HeE;https://www.youtube.com/watch?v=IRRWFgg-HeE;2021-01-04T22:00:07Z;2021;1
367;$150k vs. $40k SPRINTER VAN (full tour);Kara and Nate;N/A;Viaje;JfxyakPvWvA;https://www.youtube.com/watch?v=JfxyakPvWvA;2021-01-24T15:00:07Z;2021;1
368;Exotic Four-Course Wazwan  -  Mehndi Raat Preparations at a KASHMIRI WEDDING in Srinagar, India 🇮🇳;Spiceler;India;Comida;q1iFokuaZ54;https://www.youtube.com/watch?v=q1iFokuaZ54;2021-01-24T13:30:03Z;2021;1
369;"World&#39;s Tallest Man";Nas Daily;N/A;Documental;KlLu4sj9v28;https://www.youtube.com/watch?v=KlLu4sj9v28;2021-01-08T12:00:15Z;2021;1
370;LIVE Nevskiy avenue St. Petersburg Russia, Gostiny Dvor. Невский пр. Санкт-Петербург, Гостиный двор;Mobotix Webcams Russia;Rusia;Viaje;h1wly909BYw;https://www.youtube.com/watch?v=h1wly909BYw;2021-01-26T23:22:46Z;2021;1
371;Hutan Perempuan Nasibmu Kini;Nat Geo Indonesia;Indonesia;Documental;ZsK0F-BAbo4;https://www.youtube.com/watch?v=ZsK0F-BAbo4;2021-01-26T12:00:26Z;2021;1
372;4K Video - PARADISE ISLAND - Relaxing music along with beautiful nature videos ( 4k Ultra HD );Piano Relaxing;N/A;Relajación;7R-jM6-OC1A;https://www.youtube.com/watch?v=7R-jM6-OC1A;2021-01-23T03:23:40Z;2021;1
373;US vs UK Five Guys  -  Food Wars  -  Food Insider;Insider Food;N/A;Comida;1dBtR1TqYc8;https://www.youtube.com/watch?v=1dBtR1TqYc8;2021-01-17T17:00:01Z;2021;1
